order_id,order_date,product_id,quantity,warehouse_id,customer_region
1436,2023-06-10,23,12,3,DE-North
1437,2023-09-29,244,18,1,DE-North
1438,2023-02-07,158,5,6,DE-North
1439,2023-08-14,206,11,7,DE-West
1440,2023-05-22,87,19,8,DE-North
1441,2023-10-19,267,1,8,DE-North
1442,2023-05-31,134,17,4,DE-South
1443,2023-04-24,267,8,4,DE-West
1444,2023-08-25,268,16,8,DE-North
1445,2023-03-07,53,11,7,DE-West
1446,2023-12-27,99,19,5,DE-West
1447,2023-12-07,247,11,8,DE-West
1448,2023-09-15,36,15,8,DE-West
1449,2023-09-06,28,8,2,DE-South
1450,2023-11-27,220,14,6,DE-South
1451,2023-11-19,102,1,1,DE-West
1452,2023-06-29,263,10,7,DE-West
1453,2023-07-09,271,7,7,DE-West
1454,2023-06-03,224,18,1,DE-South
1455,2023-07-15,139,12,5,DE-South
1456,2023-11-07,280,2,5,DE-West
1457,2023-09-19,286,18,4,DE-West
1458,2023-05-23,250,7,7,DE-West
1459,2023-12-08,78,12,5,DE-West
1460,2023-11-12,297,14,2,DE-South
1461,2023-04-11,13,10,4,DE-North
1462,2023-09-01,82,9,4,DE-North
1463,2023-01-12,9,15,8,DE-South
1464,2023-08-27,213,10,4,DE-South
1465,2023-02-18,48,19,1,DE-North
1466,2023-02-11,49,19,8,DE-North
1467,2023-06-15,40,12,6,DE-North
1468,2023-03-23,280,12,6,DE-West
1469,2023-10-18,226,9,1,DE-North
1470,2023-06-07,108,4,4,DE-North
1471,2023-08-04,245,1,2,DE-West
1472,2023-06-07,255,16,3,DE-West
1473,2023-05-14,33,1,4,DE-South
1474,2023-03-08,23,13,5,DE-West
1475,2023-12-02,54,3,7,DE-North
1476,2023-01-07,49,12,8,DE-West
1477,2023-01-14,78,9,7,DE-South
1478,2023-03-14,122,4,8,DE-North
1479,2023-06-12,90,2,8,DE-South
1480,2023-03-07,193,9,6,DE-South
1481,2023-12-13,244,13,7,DE-South
1482,2023-05-10,149,14,3,DE-West
1483,2023-07-25,146,3,1,DE-West
1484,2023-10-03,141,18,1,DE-South
1485,2023-09-13,286,9,3,DE-South
1486,2023-09-23,111,15,6,DE-South
1487,2023-01-25,108,10,6,DE-South
1488,2023-10-08,281,17,8,DE-West
1489,2023-09-10,50,13,5,DE-West
1490,2023-11-06,14,1,1,DE-South
1491,2023-10-16,134,11,1,DE-West
1492,2023-06-13,76,5,4,DE-North
1493,2023-04-05,84,9,2,DE-West
1494,2023-09-27,158,7,5,DE-South
1495,2023-11-17,286,7,4,DE-West
1496,2023-04-20,94,2,7,DE-North
1497,2023-12-02,297,19,2,DE-North
1498,2023-11-06,94,18,7,DE-West
1499,2023-08-26,57,10,1,DE-North
1500,2023-01-25,164,5,8,DE-North
1501,2023-05-21,98,16,2,DE-West
1502,2023-04-27,16,5,1,DE-West
1503,2023-01-25,78,15,6,DE-West
1504,2023-03-20,72,16,4,DE-South
1505,2023-03-09,270,4,8,DE-South
1506,2023-06-22,287,14,1,DE-North
1507,2023-01-12,66,17,2,DE-North
1508,2023-10-15,68,17,4,DE-West
1509,2023-05-08,193,16,2,DE-North
1510,2023-04-06,55,9,2,DE-West
1511,2023-04-02,168,2,3,DE-South
1512,2023-05-21,25,11,1,DE-West
1513,2023-01-31,131,15,1,DE-North
1514,2023-11-30,102,3,2,DE-West
1515,2023-01-20,282,16,7,DE-West
1516,2023-05-26,296,19,6,DE-West
1517,2023-11-12,294,6,1,DE-North
1518,2023-06-09,263,14,5,DE-West
1519,2023-12-15,120,5,6,DE-West
1520,2023-02-12,231,5,6,DE-North
1521,2023-09-11,291,6,6,DE-South
1522,2023-05-10,161,18,1,DE-South
1523,2023-03-01,161,18,6,DE-North
1524,2023-05-31,78,19,6,DE-South
1525,2023-10-14,38,2,4,DE-West
1526,2023-01-05,28,17,1,DE-North
1527,2023-09-23,100,1,6,DE-West
1528,2023-12-11,294,9,7,DE-West
1529,2023-05-10,124,13,5,DE-North
1530,2023-09-24,92,4,6,DE-West
1531,2023-06-27,255,5,2,DE-North
1532,2023-09-10,97,18,8,DE-West
1533,2023-02-25,6,10,8,DE-South
1534,2023-03-24,169,4,1,DE-West
1535,2023-04-09,271,13,8,DE-West
1536,2023-05-29,108,13,4,DE-North
1537,2023-11-25,299,17,5,DE-South
1538,2023-06-05,47,8,3,DE-West
1539,2023-07-09,99,4,2,DE-West
1540,2023-09-20,14,3,2,DE-South
1541,2023-03-21,194,11,8,DE-South
1542,2023-09-09,157,12,2,DE-South
1543,2023-04-07,154,9,8,DE-South
1544,2023-09-17,115,15,5,DE-South
1545,2023-09-17,258,13,1,DE-West
1546,2023-04-13,145,5,1,DE-South
1547,2023-02-09,291,5,6,DE-South
1548,2023-09-30,10,19,8,DE-West
1549,2023-04-11,214,11,8,DE-North
1550,2023-12-25,233,9,6,DE-West
1551,2023-11-04,171,3,1,DE-North
1552,2023-08-09,21,18,7,DE-South
1553,2023-11-04,15,13,8,DE-North
1554,2023-05-04,126,12,8,DE-West
1555,2023-08-19,213,9,6,DE-North
1556,2023-06-27,188,10,7,DE-North
1557,2023-03-04,172,13,1,DE-North
1558,2023-04-26,247,13,8,DE-South
1559,2023-07-10,5,9,2,DE-West
1560,2023-03-03,231,10,3,DE-North
1561,2023-09-13,201,19,2,DE-South
1562,2023-01-07,149,6,7,DE-West
1563,2023-06-04,72,7,6,DE-West
1564,2023-04-02,226,15,3,DE-West
1565,2023-01-14,74,19,8,DE-West
1566,2023-08-17,169,14,3,DE-South
1567,2023-03-27,249,16,1,DE-West
1568,2023-05-13,280,14,4,DE-North
1569,2023-07-02,152,2,5,DE-West
1570,2023-03-03,224,9,4,DE-West
1571,2023-08-07,225,3,3,DE-South
1572,2023-09-03,38,6,4,DE-North
1573,2023-08-18,44,5,6,DE-North
1574,2023-03-20,185,14,3,DE-South
1575,2023-05-29,241,15,2,DE-South
1576,2023-05-18,210,18,6,DE-North
1577,2023-11-10,23,17,2,DE-North
1578,2023-03-06,124,9,6,DE-West
1579,2023-01-13,86,19,1,DE-South
1580,2023-08-01,43,9,7,DE-North
1581,2023-08-30,40,16,6,DE-North
1582,2023-08-01,169,6,5,DE-South
1583,2023-06-30,175,8,8,DE-South
1584,2023-12-04,20,3,2,DE-North
1585,2023-06-22,109,5,6,DE-South
1586,2023-06-09,193,7,5,DE-North
1587,2023-06-13,244,1,8,DE-North
1588,2023-07-07,280,4,8,DE-West
1589,2023-07-10,228,16,1,DE-West
1590,2023-11-04,36,14,6,DE-South
1591,2023-09-13,45,1,7,DE-South
1592,2023-07-02,28,4,5,DE-North
1593,2023-04-27,154,10,7,DE-West
1594,2023-10-09,23,11,6,DE-South
1595,2023-07-15,207,7,2,DE-North
1596,2023-02-03,91,4,8,DE-West
1597,2023-02-21,38,1,2,DE-North
1598,2023-04-22,228,1,4,DE-West
1599,2023-09-09,202,17,4,DE-North
1600,2023-03-23,254,10,6,DE-West
1601,2023-08-20,38,5,4,DE-North
1602,2023-08-15,221,7,6,DE-North
1603,2023-08-21,187,8,8,DE-South
1604,2023-08-09,43,2,8,DE-West
1605,2023-02-11,114,9,6,DE-West
1606,2023-01-21,260,4,7,DE-South
1607,2023-02-11,5,12,5,DE-South
1608,2023-04-23,68,11,2,DE-North
1609,2023-04-15,228,5,8,DE-West
1610,2023-07-11,123,12,1,DE-North
1611,2023-01-17,173,4,3,DE-North
1612,2023-04-30,153,13,2,DE-North
1613,2023-05-09,267,1,8,DE-South
1614,2023-05-10,157,18,4,DE-West
1615,2023-03-01,162,4,6,DE-South
1616,2023-02-17,214,4,4,DE-South
1617,2023-01-29,26,8,5,DE-West
1618,2023-04-07,292,6,4,DE-West
1619,2023-01-10,189,4,5,DE-South
1620,2023-08-30,122,4,1,DE-South
1621,2023-11-10,230,11,6,DE-South
1622,2023-08-20,59,9,4,DE-West
1623,2023-10-04,96,14,5,DE-West
1624,2023-10-11,262,4,4,DE-North
1625,2023-07-22,136,13,5,DE-West
1626,2023-09-04,283,6,7,DE-South
1627,2023-10-17,120,13,6,DE-West
1628,2023-09-21,25,3,6,DE-West
1629,2023-08-02,146,7,2,DE-West
1630,2023-07-19,12,1,5,DE-South
1631,2023-03-20,87,11,3,DE-North
1632,2023-12-09,109,2,1,DE-North
1633,2023-12-10,266,5,2,DE-South
1634,2023-06-22,222,14,1,DE-South
1635,2023-03-10,74,13,2,DE-North
1636,2023-03-28,102,16,4,DE-South
1637,2023-04-11,137,15,5,DE-West
1638,2023-01-08,191,3,4,DE-West
1639,2023-11-29,142,6,1,DE-North
1640,2023-07-19,73,9,6,DE-West
1641,2023-03-28,167,3,8,DE-North
1642,2023-02-12,168,13,1,DE-South
1643,2023-04-19,54,13,2,DE-North
1644,2023-06-01,259,7,1,DE-North
1645,2023-01-17,111,5,8,DE-West
1646,2023-05-13,232,8,5,DE-North
1647,2023-05-28,161,8,1,DE-North
1648,2023-10-04,19,7,4,DE-North
1649,2023-08-20,290,19,6,DE-South
1650,2023-11-10,50,7,5,DE-West
1651,2023-08-16,175,4,1,DE-West
1652,2023-05-19,184,10,3,DE-North
1653,2023-07-30,185,13,3,DE-North
1654,2023-01-28,81,4,6,DE-South
1655,2023-02-20,156,19,4,DE-West
1656,2023-09-18,275,10,2,DE-West
1657,2023-09-18,283,7,2,DE-North
1658,2023-12-16,249,5,6,DE-South
1659,2023-12-18,147,3,1,DE-South
1660,2023-01-08,7,2,5,DE-North
1661,2023-11-16,157,11,6,DE-North
1662,2023-05-18,171,10,2,DE-North
1663,2023-02-07,69,13,3,DE-North
1664,2023-04-21,94,7,8,DE-North
1665,2023-08-08,186,10,2,DE-South
1666,2023-12-03,170,4,3,DE-South
1667,2023-08-11,204,16,2,DE-North
1668,2023-05-16,42,6,4,DE-North
1669,2023-09-13,13,9,6,DE-West
1670,2023-12-26,154,13,8,DE-South
1671,2023-11-25,274,7,5,DE-South
1672,2023-02-18,298,18,8,DE-North
1673,2023-10-19,51,14,6,DE-South
1674,2023-11-20,212,5,7,DE-South
1675,2023-03-19,144,13,1,DE-South
1676,2023-04-15,3,8,3,DE-West
1677,2023-06-18,254,15,2,DE-South
1678,2023-08-05,256,19,1,DE-North
1679,2023-04-29,98,9,3,DE-South
1680,2023-07-09,173,6,6,DE-South
1681,2023-09-12,150,14,3,DE-West
1682,2023-09-23,279,10,4,DE-South
1683,2023-05-29,59,9,8,DE-West
1684,2023-06-13,113,17,2,DE-West
1685,2023-05-20,243,13,7,DE-West
1686,2023-12-13,57,17,6,DE-South
1687,2023-09-15,60,19,7,DE-North
1688,2023-09-26,216,13,1,DE-North
1689,2023-06-30,233,9,2,DE-South
1690,2023-06-09,55,1,6,DE-West
1691,2023-12-17,208,1,7,DE-North
1692,2023-10-15,63,5,2,DE-South
1693,2023-10-15,184,8,5,DE-North
1694,2023-08-14,281,18,3,DE-South
1695,2023-01-11,26,4,7,DE-West
1696,2023-01-10,177,1,3,DE-North
1697,2023-09-28,63,15,5,DE-South
1698,2023-09-30,73,4,5,DE-South
1699,2023-07-02,167,9,2,DE-North
1700,2023-06-02,225,10,3,DE-South
1701,2023-11-11,65,15,1,DE-North
1702,2023-11-30,69,3,4,DE-South
1703,2023-05-04,9,2,6,DE-North
1704,2023-04-24,236,5,5,DE-West
1705,2023-10-05,198,1,1,DE-North
1706,2023-08-01,173,11,1,DE-South
1707,2023-06-21,282,12,2,DE-West
1708,2023-10-15,28,3,5,DE-West
1709,2023-06-23,296,16,1,DE-North
1710,2023-04-23,134,14,4,DE-North
1711,2023-05-02,27,12,8,DE-North
1712,2023-02-01,38,16,8,DE-West
1713,2023-08-10,196,8,1,DE-West
1714,2023-04-29,203,17,4,DE-North
1715,2023-02-08,85,17,7,DE-South
1716,2023-09-25,30,7,4,DE-West
1717,2023-08-21,99,15,4,DE-North
1718,2023-01-18,190,9,5,DE-South
1719,2023-05-29,12,4,7,DE-North
1720,2023-05-29,91,8,4,DE-West
1721,2023-05-06,30,10,5,DE-West
1722,2023-10-29,213,15,7,DE-North
1723,2023-12-26,38,18,8,DE-South
1724,2023-08-26,60,14,1,DE-West
1725,2023-05-15,294,5,7,DE-North
1726,2023-05-31,143,9,4,DE-North
1727,2023-08-24,180,13,7,DE-South
1728,2023-08-12,285,19,3,DE-South
1729,2023-07-22,112,11,1,DE-West
1730,2023-09-13,230,12,6,DE-South
1731,2023-03-27,21,3,7,DE-South
1732,2023-05-30,145,2,7,DE-West
1733,2023-08-23,146,15,7,DE-North
1734,2023-12-11,166,5,3,DE-West
1735,2023-01-22,140,7,3,DE-West
1736,2023-12-14,203,4,2,DE-South
1737,2023-10-12,244,5,5,DE-South
1738,2023-09-26,113,16,2,DE-North
1739,2023-09-15,201,15,5,DE-South
1740,2023-01-29,259,16,2,DE-North
1741,2023-08-01,255,4,1,DE-North
1742,2023-10-10,23,6,8,DE-North
1743,2023-02-19,246,18,3,DE-West
1744,2023-04-05,87,3,1,DE-South
1745,2023-03-29,219,5,5,DE-South
1746,2023-02-13,27,2,3,DE-North
1747,2023-10-05,290,16,8,DE-South
1748,2023-06-20,289,6,3,DE-North
1749,2023-07-08,223,15,5,DE-South
1750,2023-12-19,178,18,1,DE-West
1751,2023-07-03,148,6,3,DE-South
1752,2023-01-03,227,13,6,DE-North
1753,2023-07-10,186,13,7,DE-West
1754,2023-04-28,294,1,1,DE-South
1755,2023-01-19,41,16,1,DE-West
1756,2023-01-23,191,4,1,DE-North
1757,2023-01-30,79,17,8,DE-North
1758,2023-10-22,205,18,3,DE-South
1759,2023-04-18,278,16,4,DE-North
1760,2023-10-08,272,1,7,DE-South
1761,2023-05-08,32,6,8,DE-North
1762,2023-08-17,142,11,2,DE-North
1763,2023-04-21,251,6,5,DE-North
1764,2023-05-16,294,17,1,DE-South
1765,2023-12-28,98,4,3,DE-South
1766,2023-07-05,136,14,5,DE-South
1767,2023-05-24,277,14,4,DE-South
1768,2023-03-13,43,8,6,DE-North
1769,2023-05-09,120,2,8,DE-West
1770,2023-12-30,220,5,4,DE-South
1771,2023-09-18,46,4,3,DE-North
1772,2023-01-03,236,10,1,DE-North
1773,2023-04-14,48,3,4,DE-South
1774,2023-08-12,198,16,7,DE-South
1775,2023-11-16,84,10,8,DE-North
1776,2023-12-28,31,15,4,DE-South
1777,2023-12-20,161,4,4,DE-South
1778,2023-01-10,71,1,7,DE-West
1779,2023-10-29,8,15,6,DE-West
1780,2023-08-19,52,10,8,DE-South
1781,2023-08-07,45,18,8,DE-West
1782,2023-03-07,293,16,3,DE-West
1783,2023-04-22,300,9,5,DE-South
1784,2023-01-13,38,19,2,DE-North
1785,2023-03-27,231,17,3,DE-North
1786,2023-08-22,262,10,1,DE-North
1787,2023-03-31,68,19,3,DE-North
1788,2023-11-10,179,8,3,DE-West
1789,2023-02-23,186,19,6,DE-West
1790,2023-01-12,201,5,2,DE-South
1791,2023-07-28,13,2,2,DE-South
1792,2023-01-14,214,15,2,DE-North
1793,2023-05-01,220,17,5,DE-North
1794,2023-01-20,286,10,8,DE-South
1795,2023-03-16,244,2,3,DE-South
1796,2023-08-31,258,9,6,DE-North
1797,2023-08-11,58,2,8,DE-West
1798,2023-03-11,36,18,1,DE-West
1799,2023-11-08,193,12,2,DE-West
1800,2023-07-30,50,15,7,DE-West
1801,2023-04-11,32,6,8,DE-West
1802,2023-07-05,98,18,2,DE-South
1803,2023-05-12,43,13,7,DE-South
1804,2023-04-21,47,4,8,DE-North
1805,2023-05-12,270,12,3,DE-South
1806,2023-01-20,63,9,1,DE-South
1807,2023-01-24,19,2,6,DE-South
1808,2023-08-15,101,16,2,DE-South
1809,2023-06-03,37,1,3,DE-North
1810,2023-10-20,107,4,4,DE-South
1811,2023-08-18,92,15,6,DE-South
1812,2023-11-06,185,1,7,DE-North
1813,2023-12-25,216,15,5,DE-South
1814,2023-07-21,28,3,6,DE-North
1815,2023-02-07,36,13,3,DE-West
1816,2023-09-17,18,18,8,DE-West
1817,2023-07-07,196,13,2,DE-South
1818,2023-02-26,78,10,6,DE-South
1819,2023-01-20,167,7,1,DE-South
1820,2023-09-30,90,8,7,DE-South
1821,2023-04-29,264,1,4,DE-West
1822,2023-03-12,208,18,1,DE-West
1823,2023-01-04,212,12,1,DE-South
1824,2023-08-09,271,18,1,DE-North
1825,2023-01-14,263,12,3,DE-North
1826,2023-01-03,273,9,3,DE-West
1827,2023-08-04,214,2,6,DE-North
1828,2023-08-17,64,14,7,DE-South
1829,2023-12-02,12,4,5,DE-South
1830,2023-07-05,210,15,7,DE-South
1831,2023-02-24,174,17,4,DE-South
1832,2023-09-11,256,19,6,DE-South
1833,2023-01-24,101,6,1,DE-North
1834,2023-06-11,16,9,6,DE-North
1835,2023-06-07,197,17,7,DE-West
1836,2023-03-23,258,15,2,DE-West
1837,2023-06-08,244,5,6,DE-North
1838,2023-07-07,249,18,7,DE-North
1839,2023-03-01,105,4,6,DE-West
1840,2023-11-01,182,2,7,DE-South
1841,2023-11-15,155,19,1,DE-West
1842,2023-07-30,287,5,6,DE-West
1843,2023-06-01,169,4,8,DE-North
1844,2023-04-19,47,5,4,DE-West
1845,2023-03-17,43,19,1,DE-West
1846,2023-01-30,221,13,3,DE-North
1847,2023-11-10,1,16,3,DE-South
1848,2023-04-27,200,12,6,DE-South
1849,2023-12-22,144,9,6,DE-South
1850,2023-07-11,28,16,4,DE-North
1851,2023-01-19,278,14,8,DE-West
1852,2023-06-22,41,1,7,DE-South
1853,2023-08-16,147,4,8,DE-West
1854,2023-12-16,178,9,7,DE-North
1855,2023-07-02,167,19,5,DE-South
1856,2023-04-23,123,14,1,DE-South
1857,2023-07-02,74,12,4,DE-West
1858,2023-05-26,239,4,6,DE-South
1859,2023-11-15,249,7,8,DE-North
1860,2023-04-26,263,17,8,DE-West
1861,2023-04-23,252,1,8,DE-West
1862,2023-09-08,111,14,6,DE-South
1863,2023-09-08,180,15,8,DE-South
1864,2023-10-30,188,12,6,DE-South
1865,2023-11-09,207,12,8,DE-South
1866,2023-04-28,234,6,6,DE-West
1867,2023-10-28,24,13,2,DE-West
1868,2023-06-10,26,16,6,DE-South
1869,2023-07-17,218,14,6,DE-West
1870,2023-09-17,10,7,2,DE-North
1871,2023-05-28,17,16,5,DE-West
1872,2023-08-28,245,9,7,DE-North
1873,2023-02-16,206,14,3,DE-North
1874,2023-07-17,258,7,6,DE-North
1875,2023-02-16,112,12,7,DE-South
1876,2023-03-19,205,3,6,DE-West
1877,2023-05-04,27,14,4,DE-North
1878,2023-03-16,71,19,1,DE-South
1879,2023-12-25,176,11,4,DE-West
1880,2023-05-17,202,5,8,DE-West
1881,2023-03-31,248,13,6,DE-South
1882,2023-11-21,118,10,8,DE-West
1883,2023-03-02,9,7,5,DE-South
1884,2023-05-18,86,17,4,DE-South
1885,2023-02-19,23,16,5,DE-South
1886,2023-09-16,240,8,5,DE-West
1887,2023-04-17,73,17,6,DE-South
1888,2023-04-23,27,13,5,DE-South
1889,2023-12-16,81,11,4,DE-West
1890,2023-09-11,84,18,2,DE-North
1891,2023-04-28,199,5,1,DE-South
1892,2023-07-17,43,6,5,DE-South
1893,2023-12-03,263,14,7,DE-North
1894,2023-12-31,92,12,6,DE-West
1895,2023-02-20,84,4,3,DE-West
1896,2023-09-02,300,7,5,DE-West
1897,2023-02-04,296,11,7,DE-South
1898,2023-10-29,135,2,8,DE-North
1899,2023-03-10,281,4,4,DE-West
1900,2023-12-15,59,7,5,DE-North
1901,2023-11-16,241,1,3,DE-West
1902,2023-02-18,98,15,7,DE-South
1903,2023-03-15,62,8,2,DE-West
1904,2023-07-11,264,5,4,DE-North
1905,2023-09-18,113,14,4,DE-North
1906,2023-12-22,146,18,6,DE-North
1907,2023-03-11,216,3,4,DE-South
1908,2023-03-31,256,2,3,DE-West
1909,2023-09-17,258,16,7,DE-South
1910,2023-05-06,194,14,4,DE-South
1911,2023-08-19,14,16,2,DE-North
1912,2023-10-22,103,11,1,DE-North
1913,2023-05-09,245,17,1,DE-South
1914,2023-10-07,245,3,5,DE-South
1915,2023-11-09,268,5,1,DE-West
1916,2023-04-10,224,3,3,DE-North
1917,2023-11-22,220,15,1,DE-North
1918,2023-10-24,217,5,3,DE-North
1919,2023-07-01,4,3,3,DE-West
1920,2023-06-23,36,6,5,DE-West
1921,2023-11-12,178,14,1,DE-North
1922,2023-12-30,257,2,5,DE-North
1923,2023-07-07,17,18,4,DE-South
1924,2023-02-26,199,6,8,DE-South
1925,2023-01-31,48,5,2,DE-West
1926,2023-03-25,62,14,7,DE-North
1927,2023-06-01,69,17,1,DE-South
1928,2023-02-05,147,11,4,DE-South
1929,2023-08-01,162,1,6,DE-North
1930,2023-12-30,227,10,7,DE-North
1931,2023-04-16,230,9,7,DE-South
1932,2023-12-08,178,12,7,DE-North
1933,2023-08-08,56,1,4,DE-North
1934,2023-06-12,78,18,5,DE-West
1935,2023-08-08,270,12,5,DE-South
1936,2023-09-27,206,2,7,DE-South
1937,2023-04-30,281,1,7,DE-West
1938,2023-12-02,228,1,2,DE-West
1939,2023-07-01,239,1,2,DE-South
1940,2023-04-16,288,12,7,DE-South
1941,2023-08-05,82,7,2,DE-North
1942,2023-07-24,250,4,8,DE-North
1943,2023-03-11,193,4,7,DE-South
1944,2023-02-13,106,15,2,DE-North
1945,2023-11-25,189,1,7,DE-North
1946,2023-10-28,276,6,5,DE-North
1947,2023-08-16,74,14,8,DE-West
1948,2023-07-03,10,14,3,DE-South
1949,2023-04-17,123,10,5,DE-South
1950,2023-03-25,216,7,3,DE-South
1951,2023-12-04,290,12,5,DE-North
1952,2023-09-07,40,19,6,DE-North
1953,2023-12-29,193,9,5,DE-West
1954,2023-01-21,127,3,8,DE-West
1955,2023-07-15,289,4,8,DE-South
1956,2023-06-27,71,13,2,DE-West
1957,2023-01-07,137,10,3,DE-West
1958,2023-03-11,144,14,4,DE-North
1959,2023-05-07,299,6,6,DE-South
1960,2023-06-09,269,8,4,DE-South
1961,2023-09-05,139,19,6,DE-West
1962,2023-07-22,52,10,4,DE-North
1963,2023-05-28,17,5,2,DE-West
1964,2023-05-23,165,5,4,DE-West
1965,2023-07-18,13,5,7,DE-South
1966,2023-06-03,190,9,5,DE-North
1967,2023-05-22,264,9,8,DE-West
1968,2023-11-09,221,15,2,DE-West
1969,2023-06-14,104,9,7,DE-North
1970,2023-11-10,198,14,4,DE-West
1971,2023-01-21,300,6,2,DE-South
1972,2023-03-23,169,8,5,DE-West
1973,2023-03-10,149,2,2,DE-South
1974,2023-05-11,249,5,4,DE-South
1975,2023-03-28,256,17,2,DE-South
1976,2023-08-06,42,10,6,DE-South
1977,2023-11-01,202,14,1,DE-South
1978,2023-12-11,244,18,8,DE-South
1979,2023-12-07,157,1,4,DE-West
1980,2023-06-10,286,2,5,DE-North
1981,2023-06-27,282,4,3,DE-West
1982,2023-04-27,238,13,2,DE-North
1983,2023-07-15,19,16,6,DE-West
1984,2023-11-23,53,5,2,DE-North
1985,2023-03-27,85,10,8,DE-West
1986,2023-10-16,273,17,4,DE-South
1987,2023-03-22,213,11,6,DE-North
1988,2023-06-01,104,5,4,DE-West
1989,2023-03-02,192,15,1,DE-South
1990,2023-03-02,177,4,5,DE-West
1991,2023-12-20,147,7,8,DE-North
1992,2023-01-28,81,10,6,DE-West
1993,2023-02-12,193,4,6,DE-West
1994,2023-06-18,37,5,2,DE-South
1995,2023-03-27,154,5,2,DE-South
1996,2023-06-26,130,11,8,DE-South
1997,2023-01-17,59,19,3,DE-North
1998,2023-04-08,224,5,7,DE-South
1999,2023-07-17,249,8,6,DE-North
2000,2023-04-08,240,7,2,DE-South
2001,2023-03-06,293,8,2,DE-South
2002,2023-11-26,287,13,7,DE-South
2003,2023-12-07,204,5,1,DE-South
2004,2023-01-05,99,18,3,DE-North
2005,2023-01-02,176,9,8,DE-North
2006,2023-01-22,262,2,7,DE-North
2007,2023-04-22,271,16,8,DE-South
2008,2023-02-26,143,14,2,DE-South
2009,2023-03-07,189,17,8,DE-South
2010,2023-11-26,272,6,2,DE-North
2011,2023-04-08,20,3,5,DE-West
2012,2023-05-24,300,17,6,DE-West
2013,2023-05-05,46,13,2,DE-West
2014,2023-06-16,95,6,1,DE-North
2015,2023-03-27,64,8,2,DE-West
2016,2023-03-17,131,6,6,DE-North
2017,2023-12-10,9,16,2,DE-North
2018,2023-10-21,203,6,7,DE-South
2019,2023-02-28,298,17,4,DE-South
2020,2023-05-18,174,3,2,DE-North
2021,2023-04-09,73,12,3,DE-West
2022,2023-07-11,84,6,6,DE-North
2023,2023-08-31,59,7,8,DE-North
2024,2023-11-15,21,11,6,DE-West
2025,2023-02-18,157,9,4,DE-South
2026,2023-02-01,61,16,3,DE-North
2027,2023-10-04,64,5,3,DE-South
2028,2023-01-20,168,15,6,DE-South
2029,2023-06-03,203,4,1,DE-South
2030,2023-03-09,129,5,8,DE-North
2031,2023-08-02,245,7,2,DE-West
2032,2023-05-23,106,3,3,DE-West
2033,2023-08-20,122,4,2,DE-South
2034,2023-08-01,182,15,8,DE-South
2035,2023-03-20,103,2,2,DE-West
2036,2023-08-02,261,5,8,DE-South
2037,2023-04-26,113,7,7,DE-West
2038,2023-04-02,70,17,1,DE-West
2039,2023-09-27,160,8,1,DE-North
2040,2023-06-17,240,9,3,DE-South
2041,2023-02-27,11,10,3,DE-South
2042,2023-10-11,138,11,6,DE-North
2043,2023-01-26,167,1,7,DE-West
2044,2023-03-07,247,15,7,DE-South
2045,2023-09-05,31,8,4,DE-North
2046,2023-09-11,12,19,2,DE-West
2047,2023-02-13,243,12,8,DE-North
2048,2023-04-07,108,6,6,DE-North
2049,2023-02-11,194,10,2,DE-North
2050,2023-08-15,133,5,1,DE-North
2051,2023-09-19,281,7,1,DE-West
2052,2023-06-16,291,7,7,DE-North
2053,2023-10-06,163,9,6,DE-West
2054,2023-03-30,278,15,3,DE-North
2055,2023-06-27,203,6,4,DE-North
2056,2023-07-16,96,16,7,DE-South
2057,2023-11-03,223,7,4,DE-South
2058,2023-09-24,237,15,1,DE-South
2059,2023-09-25,117,2,1,DE-South
2060,2023-03-15,192,8,4,DE-North
2061,2023-01-08,276,12,4,DE-North
2062,2023-10-24,106,11,8,DE-West
2063,2023-06-13,4,6,3,DE-North
2064,2023-03-26,18,13,4,DE-West
2065,2023-03-13,20,16,2,DE-North
2066,2023-02-24,122,8,4,DE-North
2067,2023-02-16,137,17,5,DE-West
2068,2023-08-26,80,13,4,DE-South
2069,2023-04-14,154,4,1,DE-North
2070,2023-07-29,25,10,1,DE-South
2071,2023-02-11,169,16,7,DE-West
2072,2023-11-12,59,17,8,DE-North
2073,2023-09-25,41,8,5,DE-West
2074,2023-09-20,38,11,2,DE-North
2075,2023-12-02,117,5,4,DE-West
2076,2023-12-31,275,16,4,DE-West
2077,2023-09-16,270,8,5,DE-South
2078,2023-10-10,127,16,7,DE-South
2079,2023-04-24,3,4,3,DE-South
2080,2023-12-29,293,6,8,DE-North
2081,2023-02-09,16,8,8,DE-West
2082,2023-08-08,265,9,3,DE-South
2083,2023-05-09,239,13,7,DE-North
2084,2023-01-08,263,17,2,DE-South
2085,2023-04-11,134,9,4,DE-North
2086,2023-06-25,213,13,4,DE-West
2087,2023-04-17,15,9,4,DE-West
2088,2023-04-11,129,6,7,DE-West
2089,2023-09-17,122,10,1,DE-North
2090,2023-09-03,241,5,6,DE-West
2091,2023-10-02,115,7,3,DE-North
2092,2023-02-01,197,11,7,DE-North
2093,2023-05-17,222,9,6,DE-North
2094,2023-01-12,214,10,8,DE-West
2095,2023-10-29,80,11,5,DE-West
2096,2023-01-16,263,3,6,DE-West
2097,2023-05-09,135,8,1,DE-North
2098,2023-03-04,242,17,8,DE-West
2099,2023-04-19,270,7,1,DE-North
2100,2023-01-21,287,12,8,DE-West
