order_id,order_date,product_id,quantity,warehouse_id,customer_region,category,price,cost,city,capacity,shipment_id,supplier_id,ship_date,expected_delivery_date,delivery_date,delay,supplier_name,country,lead_time_days,revenue
347,2023-11-09,218,5,4,DE-South,Electronics,222,84,Hamburg,6906,347,13,2023-11-13,2023-11-17,2023-11-18,1,Supplier_13,Poland,2,1110
348,2023-09-04,104,2,3,DE-South,Industrial,387,72,Munich,11882,348,19,2023-09-05,2023-09-12,2023-09-16,4,Supplier_19,Germany,11,774
349,2023-11-19,55,7,8,DE-West,Home,490,54,Munich,10750,349,24,2023-11-21,2023-11-23,2023-11-25,2,Supplier_24,Poland,14,3430
350,2023-09-12,257,16,3,DE-South,Home,245,73,Munich,11882,350,16,2023-09-14,2023-09-21,2023-09-19,-2,Supplier_16,Germany,5,3920
351,2023-11-24,156,11,1,DE-South,Automotive,269,77,Hamburg,12673,351,19,2023-11-27,2023-12-04,2023-12-05,1,Supplier_19,Germany,11,2959
352,2023-02-23,53,11,2,DE-South,Home,178,272,Hamburg,11949,352,8,2023-02-26,2023-03-06,2023-03-06,0,Supplier_8,Czechia,2,1958
353,2023-09-06,187,12,8,DE-South,Automotive,223,243,Munich,10750,353,23,2023-09-08,2023-09-10,2023-09-11,1,Supplier_23,Poland,3,2676
354,2023-08-27,150,13,2,DE-South,Industrial,53,145,Hamburg,11949,354,2,2023-08-28,2023-08-30,2023-09-03,4,Supplier_2,Germany,10,689
355,2023-08-17,264,8,8,DE-North,Electronics,360,248,Munich,10750,355,1,2023-08-21,2023-08-27,2023-08-26,-1,Supplier_1,Czechia,11,2880
356,2023-03-08,250,16,2,DE-South,Home,150,58,Hamburg,11949,356,17,2023-03-10,2023-03-16,2023-03-14,-2,Supplier_17,Poland,9,2400
357,2023-02-20,298,1,6,DE-South,Home,97,203,Frankfurt,18503,357,18,2023-02-23,2023-02-25,2023-02-25,0,Supplier_18,Germany,7,97
358,2023-04-07,211,13,4,DE-North,Home,458,275,Hamburg,6906,358,7,2023-04-11,2023-04-19,2023-04-20,1,Supplier_7,Czechia,14,5954
359,2023-04-02,25,11,8,DE-West,Industrial,247,29,Munich,10750,359,9,2023-04-03,2023-04-10,2023-04-10,0,Supplier_9,Germany,11,2717
360,2023-09-21,294,4,4,DE-West,Automotive,339,170,Hamburg,6906,360,23,2023-09-23,2023-10-01,2023-10-01,0,Supplier_23,Poland,3,1356
361,2023-10-18,152,4,4,DE-North,Home,241,160,Hamburg,6906,361,3,2023-10-20,2023-10-27,2023-10-30,3,Supplier_3,Netherlands,10,964
362,2023-04-06,24,15,3,DE-North,Industrial,147,269,Munich,11882,362,24,2023-04-10,2023-04-16,2023-04-14,-2,Supplier_24,Poland,14,2205
363,2023-03-29,252,3,8,DE-West,Electronics,102,269,Munich,10750,363,24,2023-04-02,2023-04-10,2023-04-10,0,Supplier_24,Poland,14,306
364,2023-03-19,60,19,4,DE-South,Electronics,148,109,Hamburg,6906,364,25,2023-03-22,2023-03-27,2023-03-25,-2,Supplier_25,Germany,11,2812
365,2023-10-15,66,2,8,DE-South,Automotive,109,236,Munich,10750,365,11,2023-10-16,2023-10-23,2023-10-23,0,Supplier_11,Poland,2,218
366,2023-04-30,53,6,1,DE-North,Home,178,272,Hamburg,12673,366,28,2023-05-04,2023-05-07,2023-05-07,0,Supplier_28,Germany,4,1068
367,2023-10-29,106,8,6,DE-South,Automotive,359,163,Frankfurt,18503,367,16,2023-10-30,2023-11-02,2023-11-03,1,Supplier_16,Germany,5,2872
368,2023-06-14,96,17,4,DE-North,Automotive,276,284,Hamburg,6906,368,29,2023-06-15,2023-06-21,2023-06-23,2,Supplier_29,Czechia,8,4692
369,2023-07-01,176,5,8,DE-West,Automotive,210,166,Munich,10750,369,9,2023-07-03,2023-07-11,2023-07-09,-2,Supplier_9,Germany,11,1050
370,2023-08-11,39,2,6,DE-South,Electronics,469,179,Frankfurt,18503,370,12,2023-08-15,2023-08-18,2023-08-17,-1,Supplier_12,Netherlands,9,938
371,2023-11-07,168,12,6,DE-West,Home,230,168,Frankfurt,18503,371,14,2023-11-11,2023-11-17,2023-11-20,3,Supplier_14,Germany,4,2760
372,2023-01-07,42,5,3,DE-South,Home,196,182,Munich,11882,372,25,2023-01-10,2023-01-14,2023-01-12,-2,Supplier_25,Germany,11,980
373,2023-11-26,104,10,2,DE-South,Industrial,387,72,Hamburg,11949,373,4,2023-11-28,2023-12-07,2023-12-07,0,Supplier_4,Poland,7,3870
374,2023-09-20,204,9,6,DE-South,Electronics,225,231,Frankfurt,18503,374,26,2023-09-24,2023-10-01,2023-10-04,3,Supplier_26,Poland,12,2025
375,2023-06-10,8,8,1,DE-North,Electronics,267,173,Hamburg,12673,375,4,2023-06-14,2023-06-16,2023-06-18,2,Supplier_4,Poland,7,2136
376,2023-05-31,282,1,3,DE-West,Industrial,278,292,Munich,11882,376,11,2023-06-03,2023-06-06,2023-06-09,3,Supplier_11,Poland,2,278
377,2023-03-26,43,6,5,DE-North,Automotive,197,52,Hamburg,8086,377,2,2023-03-29,2023-03-31,2023-03-29,-2,Supplier_2,Germany,10,1182
378,2023-05-27,110,11,6,DE-North,Home,218,200,Frankfurt,18503,378,24,2023-05-28,2023-06-06,2023-06-06,0,Supplier_24,Poland,14,2398
379,2023-04-22,210,3,8,DE-West,Electronics,355,101,Munich,10750,379,18,2023-04-24,2023-05-02,2023-05-05,3,Supplier_18,Germany,7,1065
380,2023-02-05,237,15,7,DE-West,Automotive,239,221,Berlin,13152,380,3,2023-02-06,2023-02-09,2023-02-08,-1,Supplier_3,Netherlands,10,3585
381,2023-10-12,49,11,6,DE-North,Automotive,177,62,Frankfurt,18503,381,25,2023-10-15,2023-10-24,2023-10-27,3,Supplier_25,Germany,11,1947
382,2023-07-07,115,5,2,DE-North,Home,326,152,Hamburg,11949,382,2,2023-07-11,2023-07-16,2023-07-19,3,Supplier_2,Germany,10,1630
383,2023-03-23,155,16,4,DE-North,Electronics,221,145,Hamburg,6906,383,1,2023-03-27,2023-04-01,2023-04-02,1,Supplier_1,Czechia,11,3536
384,2023-01-02,137,7,8,DE-West,Electronics,313,155,Munich,10750,384,5,2023-01-05,2023-01-11,2023-01-12,1,Supplier_5,Germany,9,2191
385,2023-10-30,167,6,8,DE-North,Industrial,351,192,Munich,10750,385,7,2023-10-31,2023-11-02,2023-10-31,-2,Supplier_7,Czechia,14,2106
386,2023-07-16,199,9,3,DE-West,Electronics,153,60,Munich,11882,386,20,2023-07-17,2023-07-23,2023-07-21,-2,Supplier_20,Germany,13,1377
387,2023-01-11,71,7,5,DE-North,Automotive,303,246,Hamburg,8086,387,4,2023-01-14,2023-01-18,2023-01-17,-1,Supplier_4,Poland,7,2121
388,2023-08-22,7,3,3,DE-West,Electronics,221,95,Munich,11882,388,27,2023-08-26,2023-09-04,2023-09-05,1,Supplier_27,Poland,9,663
389,2023-07-14,200,11,4,DE-North,Home,466,247,Hamburg,6906,389,3,2023-07-16,2023-07-22,2023-07-22,0,Supplier_3,Netherlands,10,5126
390,2023-04-29,67,12,3,DE-South,Industrial,418,296,Munich,11882,390,6,2023-04-30,2023-05-07,2023-05-05,-2,Supplier_6,Poland,12,5016
391,2023-01-20,138,11,8,DE-South,Electronics,332,164,Munich,10750,391,12,2023-01-22,2023-01-30,2023-02-01,2,Supplier_12,Netherlands,9,3652
392,2023-09-18,242,2,5,DE-West,Home,391,20,Hamburg,8086,392,29,2023-09-22,2023-09-29,2023-09-30,1,Supplier_29,Czechia,8,782
393,2023-10-20,213,1,3,DE-West,Electronics,62,29,Munich,11882,393,16,2023-10-23,2023-10-29,2023-10-29,0,Supplier_16,Germany,5,62
394,2023-09-13,181,2,1,DE-South,Electronics,330,162,Hamburg,12673,394,8,2023-09-14,2023-09-23,2023-09-24,1,Supplier_8,Czechia,2,660
395,2023-08-10,254,14,1,DE-West,Electronics,157,137,Hamburg,12673,395,11,2023-08-11,2023-08-17,2023-08-20,3,Supplier_11,Poland,2,2198
396,2023-08-14,101,13,4,DE-West,Home,451,88,Hamburg,6906,396,13,2023-08-18,2023-08-21,2023-08-20,-1,Supplier_13,Poland,2,5863
397,2023-02-22,87,5,7,DE-South,Automotive,457,81,Berlin,13152,397,14,2023-02-25,2023-02-28,2023-03-02,2,Supplier_14,Germany,4,2285
398,2023-12-21,185,2,7,DE-North,Electronics,372,163,Berlin,13152,398,27,2023-12-22,2023-12-26,2023-12-26,0,Supplier_27,Poland,9,744
399,2023-12-08,91,19,5,DE-West,Industrial,469,38,Hamburg,8086,399,18,2023-12-12,2023-12-14,2023-12-14,0,Supplier_18,Germany,7,8911
400,2023-12-30,248,17,8,DE-West,Electronics,103,114,Munich,10750,400,22,2023-12-31,2024-01-05,2024-01-03,-2,Supplier_22,Poland,9,1751
401,2023-10-07,214,11,5,DE-North,Home,365,261,Hamburg,8086,401,8,2023-10-09,2023-10-17,2023-10-16,-1,Supplier_8,Czechia,2,4015
402,2023-03-22,249,16,5,DE-North,Electronics,493,91,Hamburg,8086,402,1,2023-03-23,2023-03-25,2023-03-24,-1,Supplier_1,Czechia,11,7888
403,2023-07-21,126,18,5,DE-West,Industrial,492,249,Hamburg,8086,403,4,2023-07-25,2023-07-30,2023-07-30,0,Supplier_4,Poland,7,8856
404,2023-06-07,4,8,5,DE-West,Home,175,88,Hamburg,8086,404,17,2023-06-09,2023-06-12,2023-06-13,1,Supplier_17,Poland,9,1400
405,2023-04-30,88,2,7,DE-North,Electronics,165,103,Berlin,13152,405,30,2023-05-01,2023-05-10,2023-05-10,0,Supplier_30,Germany,4,330
406,2023-02-28,151,17,2,DE-West,Home,84,192,Hamburg,11949,406,20,2023-03-01,2023-03-09,2023-03-09,0,Supplier_20,Germany,13,1428
407,2023-08-03,176,11,3,DE-North,Automotive,210,166,Munich,11882,407,30,2023-08-06,2023-08-12,2023-08-16,4,Supplier_30,Germany,4,2310
408,2023-05-08,211,14,8,DE-North,Home,458,275,Munich,10750,408,27,2023-05-11,2023-05-18,2023-05-18,0,Supplier_27,Poland,9,6412
409,2023-08-12,259,16,6,DE-West,Industrial,414,241,Frankfurt,18503,409,25,2023-08-13,2023-08-17,2023-08-17,0,Supplier_25,Germany,11,6624
410,2023-07-28,91,15,5,DE-West,Industrial,469,38,Hamburg,8086,410,22,2023-07-30,2023-08-07,2023-08-07,0,Supplier_22,Poland,9,7035
411,2023-04-25,259,15,7,DE-North,Industrial,414,241,Berlin,13152,411,6,2023-04-28,2023-05-02,2023-05-06,4,Supplier_6,Poland,12,6210
412,2023-07-28,191,3,6,DE-West,Home,480,141,Frankfurt,18503,412,5,2023-07-31,2023-08-07,2023-08-07,0,Supplier_5,Germany,9,1440
413,2023-01-14,81,7,1,DE-North,Home,180,287,Hamburg,12673,413,14,2023-01-17,2023-01-21,2023-01-22,1,Supplier_14,Germany,4,1260
414,2023-01-09,138,12,7,DE-South,Electronics,332,164,Berlin,13152,414,19,2023-01-13,2023-01-15,2023-01-17,2,Supplier_19,Germany,11,3984
415,2023-02-09,126,3,6,DE-South,Industrial,492,249,Frankfurt,18503,415,14,2023-02-10,2023-02-13,2023-02-16,3,Supplier_14,Germany,4,1476
416,2023-08-25,230,19,7,DE-North,Electronics,264,25,Berlin,13152,416,2,2023-08-27,2023-09-04,2023-09-06,2,Supplier_2,Germany,10,5016
417,2023-10-08,20,10,6,DE-North,Home,343,119,Frankfurt,18503,417,9,2023-10-10,2023-10-13,2023-10-11,-2,Supplier_9,Germany,11,3430
418,2023-12-25,49,8,8,DE-West,Automotive,177,62,Munich,10750,418,25,2023-12-26,2024-01-01,2024-01-05,4,Supplier_25,Germany,11,1416
419,2023-07-20,135,16,7,DE-North,Home,100,48,Berlin,13152,419,7,2023-07-23,2023-07-31,2023-08-04,4,Supplier_7,Czechia,14,1600
420,2023-09-03,29,16,3,DE-North,Industrial,146,242,Munich,11882,420,18,2023-09-05,2023-09-12,2023-09-16,4,Supplier_18,Germany,7,2336
421,2023-10-05,48,12,6,DE-West,Home,473,187,Frankfurt,18503,421,20,2023-10-09,2023-10-16,2023-10-18,2,Supplier_20,Germany,13,5676
422,2023-08-23,269,5,4,DE-West,Home,419,271,Hamburg,6906,422,11,2023-08-27,2023-09-05,2023-09-06,1,Supplier_11,Poland,2,2095
423,2023-01-04,3,6,7,DE-South,Electronics,452,211,Berlin,13152,423,8,2023-01-06,2023-01-08,2023-01-08,0,Supplier_8,Czechia,2,2712
424,2023-06-03,258,6,8,DE-North,Automotive,311,255,Munich,10750,424,26,2023-06-07,2023-06-13,2023-06-17,4,Supplier_26,Poland,12,1866
425,2023-01-29,16,8,4,DE-North,Electronics,233,257,Hamburg,6906,425,22,2023-01-30,2023-02-04,2023-02-03,-1,Supplier_22,Poland,9,1864
426,2023-04-19,94,17,7,DE-South,Automotive,389,252,Berlin,13152,426,21,2023-04-23,2023-04-26,2023-04-30,4,Supplier_21,Netherlands,8,6613
427,2023-04-08,134,12,5,DE-North,Electronics,414,24,Hamburg,8086,427,27,2023-04-12,2023-04-16,2023-04-17,1,Supplier_27,Poland,9,4968
428,2023-08-03,133,14,2,DE-West,Electronics,279,213,Hamburg,11949,428,10,2023-08-05,2023-08-13,2023-08-12,-1,Supplier_10,Germany,5,3906
429,2023-10-20,32,2,7,DE-North,Electronics,236,115,Berlin,13152,429,18,2023-10-24,2023-10-31,2023-10-29,-2,Supplier_18,Germany,7,472
430,2023-03-16,269,19,8,DE-West,Home,419,271,Munich,10750,430,17,2023-03-18,2023-03-24,2023-03-27,3,Supplier_17,Poland,9,7961
431,2023-11-22,25,6,2,DE-North,Industrial,247,29,Hamburg,11949,431,17,2023-11-25,2023-11-30,2023-12-01,1,Supplier_17,Poland,9,1482
432,2023-05-26,59,18,3,DE-South,Home,347,112,Munich,11882,432,1,2023-05-29,2023-06-02,2023-06-02,0,Supplier_1,Czechia,11,6246
433,2023-05-08,213,4,2,DE-West,Electronics,62,29,Hamburg,11949,433,27,2023-05-12,2023-05-16,2023-05-16,0,Supplier_27,Poland,9,248
434,2023-12-07,156,5,6,DE-West,Automotive,269,77,Frankfurt,18503,434,22,2023-12-10,2023-12-16,2023-12-19,3,Supplier_22,Poland,9,1345
435,2023-02-11,276,6,4,DE-South,Industrial,368,125,Hamburg,6906,435,4,2023-02-13,2023-02-19,2023-02-22,3,Supplier_4,Poland,7,2208
436,2023-12-22,210,15,5,DE-West,Electronics,355,101,Hamburg,8086,436,11,2023-12-25,2023-12-31,2024-01-01,1,Supplier_11,Poland,2,5325
437,2023-02-10,57,6,1,DE-South,Industrial,200,109,Hamburg,12673,437,9,2023-02-11,2023-02-20,2023-02-21,1,Supplier_9,Germany,11,1200
438,2023-02-03,185,8,6,DE-North,Electronics,372,163,Frankfurt,18503,438,9,2023-02-06,2023-02-09,2023-02-09,0,Supplier_9,Germany,11,2976
439,2023-01-17,54,9,4,DE-South,Industrial,316,261,Hamburg,6906,439,3,2023-01-20,2023-01-29,2023-01-28,-1,Supplier_3,Netherlands,10,2844
440,2023-06-14,209,6,4,DE-North,Automotive,404,272,Hamburg,6906,440,6,2023-06-16,2023-06-23,2023-06-24,1,Supplier_6,Poland,12,2424
441,2023-06-02,293,2,3,DE-West,Electronics,288,268,Munich,11882,441,6,2023-06-05,2023-06-14,2023-06-17,3,Supplier_6,Poland,12,576
442,2023-03-17,252,16,6,DE-West,Electronics,102,269,Frankfurt,18503,442,10,2023-03-21,2023-03-28,2023-03-28,0,Supplier_10,Germany,5,1632
443,2023-03-28,112,1,7,DE-South,Home,117,205,Berlin,13152,443,10,2023-03-29,2023-03-31,2023-04-02,2,Supplier_10,Germany,5,117
444,2023-04-27,6,16,8,DE-North,Industrial,102,266,Munich,10750,444,17,2023-04-30,2023-05-07,2023-05-08,1,Supplier_17,Poland,9,1632
445,2023-12-28,191,1,2,DE-South,Home,480,141,Hamburg,11949,445,15,2023-12-31,2024-01-06,2024-01-04,-2,Supplier_15,Poland,14,480
446,2023-12-08,279,1,1,DE-West,Electronics,107,152,Hamburg,12673,446,25,2023-12-12,2023-12-21,2023-12-25,4,Supplier_25,Germany,11,107
447,2023-01-27,13,7,1,DE-West,Home,373,88,Hamburg,12673,447,4,2023-01-28,2023-02-04,2023-02-07,3,Supplier_4,Poland,7,2611
448,2023-11-09,44,16,7,DE-North,Industrial,401,198,Berlin,13152,448,22,2023-11-10,2023-11-13,2023-11-11,-2,Supplier_22,Poland,9,6416
449,2023-10-14,105,17,2,DE-North,Automotive,243,170,Hamburg,11949,449,10,2023-10-17,2023-10-25,2023-10-28,3,Supplier_10,Germany,5,4131
450,2023-05-14,160,16,8,DE-West,Industrial,55,210,Munich,10750,450,28,2023-05-16,2023-05-18,2023-05-19,1,Supplier_28,Germany,4,880
451,2023-08-07,154,16,7,DE-West,Home,66,239,Berlin,13152,451,8,2023-08-08,2023-08-16,2023-08-16,0,Supplier_8,Czechia,2,1056
452,2023-06-17,242,6,5,DE-North,Home,391,20,Hamburg,8086,452,1,2023-06-18,2023-06-27,2023-06-26,-1,Supplier_1,Czechia,11,2346
453,2023-04-08,181,18,8,DE-South,Electronics,330,162,Munich,10750,453,24,2023-04-10,2023-04-15,2023-04-16,1,Supplier_24,Poland,14,5940
454,2023-09-25,14,3,2,DE-South,Home,488,66,Hamburg,11949,454,22,2023-09-26,2023-09-28,2023-09-26,-2,Supplier_22,Poland,9,1464
455,2023-08-25,180,8,5,DE-North,Home,67,33,Hamburg,8086,455,17,2023-08-26,2023-09-04,2023-09-03,-1,Supplier_17,Poland,9,536
456,2023-11-05,292,4,8,DE-North,Home,50,130,Munich,10750,456,12,2023-11-07,2023-11-16,2023-11-18,2,Supplier_12,Netherlands,9,200
457,2023-06-22,264,4,1,DE-North,Electronics,360,248,Hamburg,12673,457,12,2023-06-25,2023-06-28,2023-06-27,-1,Supplier_12,Netherlands,9,1440
458,2023-07-09,168,17,6,DE-West,Home,230,168,Frankfurt,18503,458,25,2023-07-11,2023-07-14,2023-07-16,2,Supplier_25,Germany,11,3910
459,2023-05-02,214,5,3,DE-South,Home,365,261,Munich,11882,459,13,2023-05-06,2023-05-13,2023-05-16,3,Supplier_13,Poland,2,1825
460,2023-02-15,150,14,4,DE-North,Industrial,53,145,Hamburg,6906,460,25,2023-02-19,2023-02-21,2023-02-19,-2,Supplier_25,Germany,11,742
461,2023-03-05,16,15,8,DE-South,Electronics,233,257,Munich,10750,461,26,2023-03-08,2023-03-10,2023-03-12,2,Supplier_26,Poland,12,3495
462,2023-05-10,91,12,6,DE-West,Industrial,469,38,Frankfurt,18503,462,14,2023-05-14,2023-05-21,2023-05-25,4,Supplier_14,Germany,4,5628
463,2023-11-06,120,13,1,DE-West,Electronics,184,165,Hamburg,12673,463,8,2023-11-10,2023-11-19,2023-11-18,-1,Supplier_8,Czechia,2,2392
464,2023-12-29,253,18,1,DE-North,Industrial,109,181,Hamburg,12673,464,14,2023-12-30,2024-01-07,2024-01-05,-2,Supplier_14,Germany,4,1962
465,2023-07-12,60,14,1,DE-North,Electronics,148,109,Hamburg,12673,465,7,2023-07-13,2023-07-16,2023-07-15,-1,Supplier_7,Czechia,14,2072
466,2023-11-03,266,19,8,DE-North,Automotive,357,94,Munich,10750,466,17,2023-11-06,2023-11-09,2023-11-10,1,Supplier_17,Poland,9,6783
467,2023-06-30,31,7,4,DE-North,Electronics,173,166,Hamburg,6906,467,11,2023-07-04,2023-07-13,2023-07-12,-1,Supplier_11,Poland,2,1211
468,2023-10-19,21,6,5,DE-South,Automotive,329,273,Hamburg,8086,468,1,2023-10-23,2023-10-28,2023-10-29,1,Supplier_1,Czechia,11,1974
469,2023-10-09,219,5,8,DE-North,Industrial,69,165,Munich,10750,469,8,2023-10-11,2023-10-14,2023-10-15,1,Supplier_8,Czechia,2,345
470,2023-01-29,81,4,3,DE-South,Home,180,287,Munich,11882,470,13,2023-01-30,2023-02-02,2023-02-06,4,Supplier_13,Poland,2,720
471,2023-05-29,289,18,6,DE-West,Electronics,178,254,Frankfurt,18503,471,26,2023-05-31,2023-06-04,2023-06-06,2,Supplier_26,Poland,12,3204
472,2023-09-24,31,14,6,DE-West,Electronics,173,166,Frankfurt,18503,472,24,2023-09-28,2023-10-02,2023-10-03,1,Supplier_24,Poland,14,2422
473,2023-10-23,234,16,8,DE-South,Industrial,202,42,Munich,10750,473,17,2023-10-26,2023-11-04,2023-11-06,2,Supplier_17,Poland,9,3232
474,2023-01-11,36,14,3,DE-South,Electronics,197,299,Munich,11882,474,24,2023-01-15,2023-01-19,2023-01-20,1,Supplier_24,Poland,14,2758
475,2023-06-13,132,5,3,DE-North,Electronics,87,141,Munich,11882,475,24,2023-06-16,2023-06-25,2023-06-28,3,Supplier_24,Poland,14,435
476,2023-04-23,132,11,5,DE-North,Electronics,87,141,Hamburg,8086,476,12,2023-04-26,2023-05-02,2023-05-06,4,Supplier_12,Netherlands,9,957
477,2023-07-06,9,12,6,DE-North,Home,209,163,Frankfurt,18503,477,26,2023-07-08,2023-07-15,2023-07-13,-2,Supplier_26,Poland,12,2508
478,2023-10-22,30,18,2,DE-West,Industrial,250,269,Hamburg,11949,478,16,2023-10-26,2023-11-01,2023-11-03,2,Supplier_16,Germany,5,4500
479,2023-08-20,115,4,2,DE-South,Home,326,152,Hamburg,11949,479,10,2023-08-22,2023-08-25,2023-08-24,-1,Supplier_10,Germany,5,1304
480,2023-08-15,4,13,8,DE-South,Home,175,88,Munich,10750,480,29,2023-08-19,2023-08-23,2023-08-25,2,Supplier_29,Czechia,8,2275
481,2023-11-06,237,13,3,DE-South,Automotive,239,221,Munich,11882,481,16,2023-11-09,2023-11-16,2023-11-19,3,Supplier_16,Germany,5,3107
482,2023-04-08,23,4,1,DE-South,Automotive,421,42,Hamburg,12673,482,30,2023-04-09,2023-04-14,2023-04-12,-2,Supplier_30,Germany,4,1684
483,2023-02-24,16,7,8,DE-North,Electronics,233,257,Munich,10750,483,28,2023-02-28,2023-03-05,2023-03-06,1,Supplier_28,Germany,4,1631
484,2023-04-21,22,2,1,DE-North,Electronics,374,241,Hamburg,12673,484,3,2023-04-24,2023-05-02,2023-04-30,-2,Supplier_3,Netherlands,10,748
485,2023-06-01,72,18,4,DE-South,Automotive,189,196,Hamburg,6906,485,1,2023-06-02,2023-06-07,2023-06-07,0,Supplier_1,Czechia,11,3402
486,2023-09-03,230,6,2,DE-North,Electronics,264,25,Hamburg,11949,486,19,2023-09-07,2023-09-10,2023-09-08,-2,Supplier_19,Germany,11,1584
487,2023-03-10,107,16,1,DE-West,Automotive,212,76,Hamburg,12673,487,24,2023-03-11,2023-03-18,2023-03-16,-2,Supplier_24,Poland,14,3392
488,2023-11-08,208,3,7,DE-North,Industrial,75,54,Berlin,13152,488,30,2023-11-12,2023-11-16,2023-11-20,4,Supplier_30,Germany,4,225
489,2023-10-16,208,15,3,DE-West,Industrial,75,54,Munich,11882,489,8,2023-10-20,2023-10-23,2023-10-21,-2,Supplier_8,Czechia,2,1125
490,2023-09-07,263,10,4,DE-West,Electronics,404,226,Hamburg,6906,490,16,2023-09-08,2023-09-16,2023-09-15,-1,Supplier_16,Germany,5,4040
491,2023-02-05,51,9,2,DE-South,Home,387,31,Hamburg,11949,491,28,2023-02-07,2023-02-15,2023-02-14,-1,Supplier_28,Germany,4,3483
492,2023-08-27,65,11,4,DE-South,Home,161,94,Hamburg,6906,492,15,2023-08-28,2023-09-06,2023-09-10,4,Supplier_15,Poland,14,1771
493,2023-05-28,265,14,1,DE-North,Home,473,85,Hamburg,12673,493,7,2023-05-29,2023-06-07,2023-06-05,-2,Supplier_7,Czechia,14,6622
494,2023-08-15,175,12,3,DE-South,Industrial,465,246,Munich,11882,494,2,2023-08-18,2023-08-21,2023-08-21,0,Supplier_2,Germany,10,5580
495,2023-09-01,152,7,7,DE-West,Home,241,160,Berlin,13152,495,13,2023-09-02,2023-09-07,2023-09-07,0,Supplier_13,Poland,2,1687
496,2023-12-03,266,11,3,DE-West,Automotive,357,94,Munich,11882,496,5,2023-12-07,2023-12-11,2023-12-13,2,Supplier_5,Germany,9,3927
497,2023-12-31,163,17,3,DE-North,Industrial,282,77,Munich,11882,497,10,2024-01-04,2024-01-10,2024-01-08,-2,Supplier_10,Germany,5,4794
498,2023-07-20,238,9,1,DE-West,Automotive,174,102,Hamburg,12673,498,8,2023-07-21,2023-07-30,2023-08-01,2,Supplier_8,Czechia,2,1566
499,2023-06-03,199,13,7,DE-South,Electronics,153,60,Berlin,13152,499,13,2023-06-06,2023-06-15,2023-06-19,4,Supplier_13,Poland,2,1989
500,2023-03-14,16,16,8,DE-North,Electronics,233,257,Munich,10750,500,19,2023-03-18,2023-03-20,2023-03-21,1,Supplier_19,Germany,11,3728
501,2023-07-20,296,3,7,DE-North,Industrial,175,114,Berlin,13152,501,6,2023-07-22,2023-07-25,2023-07-25,0,Supplier_6,Poland,12,525
502,2023-10-23,276,5,5,DE-North,Industrial,368,125,Hamburg,8086,502,18,2023-10-24,2023-10-28,2023-10-29,1,Supplier_18,Germany,7,1840
503,2023-01-17,239,17,6,DE-South,Home,199,164,Frankfurt,18503,503,8,2023-01-19,2023-01-21,2023-01-25,4,Supplier_8,Czechia,2,3383
504,2023-05-09,69,1,6,DE-West,Industrial,434,183,Frankfurt,18503,504,9,2023-05-12,2023-05-14,2023-05-15,1,Supplier_9,Germany,11,434
505,2023-08-05,6,9,3,DE-South,Industrial,102,266,Munich,11882,505,17,2023-08-07,2023-08-15,2023-08-13,-2,Supplier_17,Poland,9,918
506,2023-03-02,220,17,6,DE-North,Home,370,243,Frankfurt,18503,506,4,2023-03-03,2023-03-09,2023-03-13,4,Supplier_4,Poland,7,6290
507,2023-04-14,254,13,5,DE-West,Electronics,157,137,Hamburg,8086,507,22,2023-04-16,2023-04-22,2023-04-22,0,Supplier_22,Poland,9,2041
508,2023-02-11,295,15,3,DE-North,Automotive,145,202,Munich,11882,508,30,2023-02-15,2023-02-24,2023-02-26,2,Supplier_30,Germany,4,2175
509,2023-01-25,107,8,5,DE-South,Automotive,212,76,Hamburg,8086,509,18,2023-01-27,2023-01-30,2023-01-31,1,Supplier_18,Germany,7,1696
510,2023-02-08,295,8,2,DE-North,Automotive,145,202,Hamburg,11949,510,6,2023-02-11,2023-02-14,2023-02-12,-2,Supplier_6,Poland,12,1160
511,2023-10-18,118,2,6,DE-South,Automotive,433,240,Frankfurt,18503,511,11,2023-10-21,2023-10-30,2023-11-03,4,Supplier_11,Poland,2,866
512,2023-05-11,168,10,7,DE-North,Home,230,168,Berlin,13152,512,23,2023-05-14,2023-05-23,2023-05-22,-1,Supplier_23,Poland,3,2300
513,2023-08-17,251,5,2,DE-North,Automotive,313,173,Hamburg,11949,513,22,2023-08-21,2023-08-25,2023-08-25,0,Supplier_22,Poland,9,1565
514,2023-04-18,82,16,3,DE-North,Industrial,453,202,Munich,11882,514,10,2023-04-21,2023-04-29,2023-04-28,-1,Supplier_10,Germany,5,7248
515,2023-06-21,54,19,7,DE-South,Industrial,316,261,Berlin,13152,515,26,2023-06-25,2023-07-01,2023-07-05,4,Supplier_26,Poland,12,6004
516,2023-04-12,240,1,4,DE-South,Industrial,363,104,Hamburg,6906,516,11,2023-04-15,2023-04-22,2023-04-25,3,Supplier_11,Poland,2,363
517,2023-12-20,12,13,8,DE-South,Home,296,239,Munich,10750,517,8,2023-12-23,2023-12-31,2024-01-02,2,Supplier_8,Czechia,2,3848
518,2023-01-12,209,4,4,DE-South,Automotive,404,272,Hamburg,6906,518,21,2023-01-15,2023-01-21,2023-01-23,2,Supplier_21,Netherlands,8,1616
519,2023-10-02,165,7,1,DE-South,Automotive,329,192,Hamburg,12673,519,3,2023-10-06,2023-10-13,2023-10-17,4,Supplier_3,Netherlands,10,2303
