order_id,order_date,product_id,quantity,warehouse_id,customer_region,category,price,cost,city,capacity,revenue,month,forecast_quantity,abs_error
1159,2023-08-20,229,15,2,DE-South,Electronics,337,118,Hamburg,11949,5055,2023-08,15.44945004245999,0.4494500424599899
1160,2023-03-17,276,3,8,DE-West,Industrial,368,125,Munich,10750,1104,2023-03,2.915112812435789,0.08488718756421099
1161,2023-11-24,152,19,7,DE-West,Home,241,160,Berlin,13152,4579,2023-11,20.111677105067198,1.1116771050671979
1162,2023-12-11,164,15,8,DE-West,Industrial,86,63,Munich,10750,1290,2023-12,13.999723861985052,1.0002761380149483
1163,2023-10-29,290,16,5,DE-North,Industrial,107,62,Hamburg,8086,1712,2023-10,14.488463063339386,1.5115369366606135
1164,2023-10-16,109,17,7,DE-North,Automotive,494,128,Berlin,13152,8398,2023-10,19.898914174192186,2.8989141741921856
1165,2023-01-01,126,1,5,DE-North,Industrial,492,249,Hamburg,8086,492,2023-01,1.1596804271182246,0.1596804271182246
1166,2023-05-27,240,11,6,DE-South,Industrial,363,104,Frankfurt,18503,3993,2023-05,10.891049924496798,0.10895007550320202
1167,2023-10-14,146,6,8,DE-South,Home,497,110,Munich,10750,2982,2023-10,6.24933139324487,0.2493313932448702
1168,2023-05-22,252,9,1,DE-South,Electronics,102,269,Hamburg,12673,918,2023-05,9.56500123805856,0.5650012380585601
1169,2023-02-22,183,16,7,DE-North,Automotive,103,73,Berlin,13152,1648,2023-02,16.99594287469608,0.9959428746960803
1170,2023-10-31,72,6,5,DE-North,Automotive,189,196,Hamburg,8086,1134,2023-10,6.067580161918532,0.06758016191853233
1171,2023-03-10,219,12,5,DE-North,Industrial,69,165,Hamburg,8086,828,2023-03,11.101054471288771,0.8989455287112289
1172,2023-12-27,207,19,2,DE-West,Industrial,296,65,Hamburg,11949,5624,2023-12,21.96062827286044,2.96062827286044
1173,2023-03-31,173,13,1,DE-South,Home,240,248,Hamburg,12673,3120,2023-03,13.322059576222196,0.3220595762221965
1174,2023-08-08,141,13,1,DE-South,Industrial,326,89,Hamburg,12673,4238,2023-08,15.117770340675346,2.117770340675346
1175,2023-07-11,272,4,2,DE-West,Industrial,207,268,Hamburg,11949,828,2023-07,4.525448050202133,0.525448050202133
1176,2023-03-04,214,9,7,DE-West,Home,365,261,Berlin,13152,3285,2023-03,9.538684753695904,0.5386847536959039
1177,2023-03-14,269,14,2,DE-West,Home,419,271,Hamburg,11949,5866,2023-03,15.178989958099718,1.1789899580997183
1178,2023-06-10,20,14,1,DE-North,Home,343,119,Hamburg,12673,4802,2023-06,16.30292581796615,2.3029258179661483
1179,2023-06-18,66,17,4,DE-West,Automotive,109,236,Hamburg,6906,1853,2023-06,17.892835151115463,0.8928351511154631
1180,2023-03-30,147,5,2,DE-North,Home,366,221,Hamburg,11949,1830,2023-03,4.936636972662186,0.06336302733781363
1181,2023-06-25,165,19,2,DE-North,Automotive,329,192,Hamburg,11949,6251,2023-06,18.561138900745835,0.43886109925416505
1182,2023-09-26,6,2,1,DE-South,Industrial,102,266,Hamburg,12673,204,2023-09,2.3838984496416646,0.38389844964166464
1183,2023-03-14,14,13,8,DE-West,Home,488,66,Munich,10750,6344,2023-03,14.308381119987116,1.308381119987116
1184,2023-09-02,132,11,7,DE-North,Electronics,87,141,Berlin,13152,957,2023-09,11.75363730847937,0.7536373084793695
1185,2023-03-18,243,2,4,DE-North,Industrial,354,70,Hamburg,6906,708,2023-03,1.676845681214218,0.32315431878578194
1186,2023-06-08,231,1,6,DE-West,Automotive,496,216,Frankfurt,18503,496,2023-06,1.0352124359888897,0.03521243598888968
1187,2023-11-20,228,3,4,DE-North,Automotive,371,124,Hamburg,6906,1113,2023-11,2.626665115749619,0.3733348842503812
1188,2023-04-08,162,12,3,DE-North,Electronics,429,153,Munich,11882,5148,2023-04,11.470949516765039,0.5290504832349612
1189,2023-04-12,283,7,8,DE-North,Automotive,166,88,Munich,10750,1162,2023-04,7.160460558884322,0.16046055888432242
1190,2023-05-12,263,1,4,DE-West,Electronics,404,226,Hamburg,6906,404,2023-05,0.8031888672034355,0.19681113279656448
1191,2023-04-12,131,9,8,DE-North,Industrial,207,189,Munich,10750,1863,2023-04,10.304229858005113,1.3042298580051135
1192,2023-01-19,225,18,2,DE-South,Automotive,192,236,Hamburg,11949,3456,2023-01,17.558603051267685,0.44139694873231505
1193,2023-03-23,258,6,5,DE-West,Automotive,311,255,Hamburg,8086,1866,2023-03,6.294445659366836,0.2944456593668363
1194,2023-10-06,234,9,1,DE-South,Industrial,202,42,Hamburg,12673,1818,2023-10,7.927042667297501,1.072957332702499
1195,2023-12-05,24,8,8,DE-South,Industrial,147,269,Munich,10750,1176,2023-12,8.643658549755731,0.643658549755731
1196,2023-12-31,271,18,6,DE-South,Automotive,155,117,Frankfurt,18503,2790,2023-12,16.632478233501022,1.367521766498978
1197,2023-11-27,95,15,2,DE-North,Automotive,303,95,Hamburg,11949,4545,2023-11,15.09670745637725,0.0967074563772492
1198,2023-05-09,142,1,6,DE-North,Electronics,335,271,Frankfurt,18503,335,2023-05,0.9292993410622861,0.07070065893771393
1199,2023-12-10,182,14,1,DE-South,Home,272,20,Hamburg,12673,3808,2023-12,14.809393034916493,0.8093930349164928
1200,2023-11-06,206,18,6,DE-South,Electronics,219,259,Frankfurt,18503,3942,2023-11,20.522839032303754,2.5228390323037537
1201,2023-03-30,81,19,4,DE-West,Home,180,287,Hamburg,6906,3420,2023-03,20.07221166526499,1.072211665264991
1202,2023-08-01,274,19,1,DE-South,Industrial,194,49,Hamburg,12673,3686,2023-08,16.554148064361016,2.4458519356389843
1203,2023-05-23,276,10,2,DE-North,Industrial,368,125,Hamburg,11949,3680,2023-05,8.99859974532761,1.0014002546723901
1204,2023-03-06,208,6,8,DE-South,Industrial,75,54,Munich,10750,450,2023-03,6.054581280025962,0.05458128002596219
1205,2023-03-17,296,17,5,DE-South,Industrial,175,114,Hamburg,8086,2975,2023-03,15.444823207324173,1.5551767926758266
1206,2023-07-18,39,14,2,DE-West,Electronics,469,179,Hamburg,11949,6566,2023-07,12.29459231121647,1.7054076887835308
1207,2023-05-23,288,13,7,DE-South,Electronics,445,145,Berlin,13152,5785,2023-05,10.642618339085171,2.357381660914829
1208,2023-11-12,124,8,8,DE-West,Home,82,93,Munich,10750,656,2023-11,6.733296236123176,1.2667037638768237
1209,2023-04-03,283,10,3,DE-West,Automotive,166,88,Munich,11882,1660,2023-04,10.259272432543373,0.25927243254337284
1210,2023-11-01,180,9,1,DE-South,Home,67,33,Hamburg,12673,603,2023-11,7.900657075737284,1.0993429242627162
1211,2023-08-12,97,5,2,DE-South,Automotive,161,225,Hamburg,11949,805,2023-08,4.996823917031702,0.0031760829682978553
1212,2023-10-18,191,4,4,DE-North,Home,480,141,Hamburg,6906,1920,2023-10,4.226952365296603,0.22695236529660257
1213,2023-04-12,74,6,4,DE-North,Automotive,209,55,Hamburg,6906,1254,2023-04,5.400333182347814,0.599666817652186
1214,2023-09-24,273,6,8,DE-West,Industrial,196,185,Munich,10750,1176,2023-09,7.078884193768602,1.0788841937686016
1215,2023-12-21,49,13,7,DE-West,Automotive,177,62,Berlin,13152,2301,2023-12,11.734726152327884,1.2652738476721161
1216,2023-04-20,210,4,6,DE-North,Electronics,355,101,Frankfurt,18503,1420,2023-04,3.4593612891642413,0.5406387108357587
1217,2023-11-26,116,8,2,DE-West,Industrial,353,182,Hamburg,11949,2824,2023-11,7.862002386389511,0.137997613610489
1218,2023-09-22,23,5,6,DE-North,Automotive,421,42,Frankfurt,18503,2105,2023-09,4.884318472569863,0.11568152743013727
1219,2023-01-03,98,2,3,DE-West,Industrial,148,242,Munich,11882,296,2023-01,2.286691806015135,0.2866918060151349
1220,2023-03-26,190,9,1,DE-North,Automotive,337,27,Hamburg,12673,3033,2023-03,7.370470806280233,1.6295291937197671
1221,2023-10-09,182,11,3,DE-North,Home,272,20,Munich,11882,2992,2023-10,9.998763043005344,1.0012369569946564
1222,2023-11-24,148,11,5,DE-West,Home,353,38,Hamburg,8086,3883,2023-11,12.667901047634158,1.6679010476341585
1223,2023-10-31,23,7,7,DE-West,Automotive,421,42,Berlin,13152,2947,2023-10,7.724468724206683,0.724468724206683
1224,2023-04-27,105,14,6,DE-West,Automotive,243,170,Frankfurt,18503,3402,2023-04,11.22177788822304,2.7782221117769605
1225,2023-08-09,163,6,2,DE-South,Industrial,282,77,Hamburg,11949,1692,2023-08,6.066956193464133,0.06695619346413295
1226,2023-06-03,67,4,6,DE-South,Industrial,418,296,Frankfurt,18503,1672,2023-06,3.591591104324598,0.40840889567540195
1227,2023-06-02,290,6,3,DE-West,Industrial,107,62,Munich,11882,642,2023-06,7.171853545515254,1.171853545515254
1228,2023-01-12,289,3,8,DE-West,Electronics,178,254,Munich,10750,534,2023-01,3.580278449178576,0.580278449178576
1229,2023-05-13,46,6,7,DE-West,Industrial,357,287,Berlin,13152,2142,2023-05,7.025659314978741,1.025659314978741
1230,2023-10-31,81,3,5,DE-West,Home,180,287,Hamburg,8086,540,2023-10,2.411972291981286,0.5880277080187142
1231,2023-10-20,147,1,3,DE-North,Home,366,221,Munich,11882,366,2023-10,1.161979709627157,0.1619797096271569
1232,2023-10-27,222,18,5,DE-South,Home,449,196,Hamburg,8086,8082,2023-10,16.752087502842667,1.2479124971573334
1233,2023-08-16,15,4,7,DE-West,Industrial,252,113,Berlin,13152,1008,2023-08,4.227057639520103,0.22705763952010294
1234,2023-09-28,121,6,4,DE-South,Industrial,244,258,Hamburg,6906,1464,2023-09,5.87804734047266,0.12195265952733969
1235,2023-02-12,78,17,4,DE-South,Industrial,196,209,Hamburg,6906,3332,2023-02,16.011307565559598,0.9886924344404022
1236,2023-12-09,295,18,2,DE-North,Automotive,145,202,Hamburg,11949,2610,2023-12,16.465993264389525,1.5340067356104754
1237,2023-11-22,241,6,8,DE-West,Automotive,107,97,Munich,10750,642,2023-11,5.826681599557119,0.17331840044288072
1238,2023-10-29,18,2,3,DE-South,Industrial,450,237,Munich,11882,900,2023-10,1.8376252007798028,0.16237479922019715
1239,2023-12-30,256,12,4,DE-North,Home,152,287,Hamburg,6906,1824,2023-12,14.044889648437259,2.044889648437259
1240,2023-01-21,277,12,6,DE-West,Electronics,324,70,Frankfurt,18503,3888,2023-01,11.697784033011182,0.30221596698881825
1241,2023-04-17,27,4,7,DE-West,Automotive,289,119,Berlin,13152,1156,2023-04,4.71141833880847,0.7114183388084703
1242,2023-12-02,2,16,1,DE-South,Industrial,434,208,Hamburg,12673,6944,2023-12,15.177498475587772,0.8225015244122282
1243,2023-10-30,295,10,7,DE-North,Automotive,145,202,Berlin,13152,1450,2023-10,9.039732212782665,0.9602677872173349
1244,2023-04-27,239,10,6,DE-North,Home,199,164,Frankfurt,18503,1990,2023-04,11.236592818954561,1.236592818954561
1245,2023-05-04,13,7,4,DE-North,Home,373,88,Hamburg,6906,2611,2023-05,7.057366680374687,0.057366680374687284
1246,2023-10-08,184,14,4,DE-North,Home,107,278,Hamburg,6906,1498,2023-10,12.1118560893635,1.8881439106365008
1247,2023-10-19,194,7,3,DE-West,Home,499,155,Munich,11882,3493,2023-10,8.198405508419139,1.198405508419139
1248,2023-07-22,56,12,5,DE-South,Industrial,483,234,Hamburg,8086,5796,2023-07,14.218080206740893,2.2180802067408933
1249,2023-02-20,230,11,1,DE-South,Electronics,264,25,Hamburg,12673,2904,2023-02,11.82811483966216,0.8281148396621596
1250,2023-09-28,28,17,1,DE-North,Automotive,193,199,Hamburg,12673,3281,2023-09,20.20854770214447,3.2085477021444717
1251,2023-11-20,71,11,5,DE-North,Automotive,303,246,Hamburg,8086,3333,2023-11,11.7662198742166,0.7662198742166009
1252,2023-10-04,210,3,3,DE-North,Electronics,355,101,Munich,11882,1065,2023-10,3.1478515544031174,0.14785155440311737
1253,2023-05-21,184,19,4,DE-South,Home,107,278,Hamburg,6906,2033,2023-05,21.477031199568323,2.477031199568323
1254,2023-10-02,41,4,5,DE-West,Home,395,197,Hamburg,8086,1580,2023-10,3.308332755773436,0.6916672442265641
1255,2023-10-17,260,8,7,DE-West,Home,421,270,Berlin,13152,3368,2023-10,7.81726462292311,0.1827353770768898
1256,2023-11-30,84,14,7,DE-North,Industrial,103,298,Berlin,13152,1442,2023-11,13.61048593132874,0.3895140686712608
1257,2023-02-21,46,14,7,DE-West,Industrial,357,287,Berlin,13152,4998,2023-02,14.676580092901172,0.6765800929011725
1258,2023-01-27,159,16,1,DE-West,Electronics,422,209,Hamburg,12673,6752,2023-01,15.021921295999437,0.9780787040005627
1259,2023-06-06,7,15,1,DE-South,Electronics,221,95,Hamburg,12673,3315,2023-06,14.72092662334351,0.27907337665648946
1260,2023-08-27,136,12,7,DE-North,Electronics,487,184,Berlin,13152,5844,2023-08,13.677393627021488,1.6773936270214875
1261,2023-06-05,183,16,7,DE-West,Automotive,103,73,Berlin,13152,1648,2023-06,18.866658368521517,2.8666583685215166
1262,2023-10-18,197,19,7,DE-North,Automotive,435,47,Berlin,13152,8265,2023-10,18.87933250822283,0.12066749177716929
1263,2023-05-16,172,5,4,DE-North,Electronics,165,271,Hamburg,6906,825,2023-05,5.410425671375554,0.4104256713755543
1264,2023-05-24,276,12,4,DE-West,Industrial,368,125,Hamburg,6906,4416,2023-05,12.227062099154399,0.22706209915439857
1265,2023-04-16,78,5,2,DE-South,Industrial,196,209,Hamburg,11949,980,2023-04,5.735196555673843,0.7351965556738431
1266,2023-06-07,178,10,6,DE-West,Home,372,66,Frankfurt,18503,3720,2023-06,9.046970292446574,0.9530297075534264
1267,2023-05-26,27,17,5,DE-South,Automotive,289,119,Hamburg,8086,4913,2023-05,19.47148145994924,2.4714814599492385
1268,2023-01-02,120,15,4,DE-West,Electronics,184,165,Hamburg,6906,2760,2023-01,15.090522784452578,0.09052278445257755
1269,2023-03-18,281,8,2,DE-North,Industrial,395,203,Hamburg,11949,3160,2023-03,7.859674474969092,0.14032552503090834
1270,2023-05-12,196,8,3,DE-South,Automotive,204,197,Munich,11882,1632,2023-05,9.446422532072782,1.4464225320727824
1271,2023-03-31,277,8,7,DE-South,Electronics,324,70,Berlin,13152,2592,2023-03,7.3762344859587685,0.6237655140412315
1272,2023-12-11,18,10,1,DE-North,Industrial,450,237,Hamburg,12673,4500,2023-12,8.329670687189743,1.6703293128102565
1273,2023-12-16,295,13,5,DE-West,Automotive,145,202,Hamburg,8086,1885,2023-12,13.893868258792688,0.893868258792688
1274,2023-09-20,271,16,6,DE-South,Automotive,155,117,Frankfurt,18503,2480,2023-09,14.483217594896047,1.5167824051039531
1275,2023-12-17,53,9,3,DE-West,Home,178,272,Munich,11882,1602,2023-12,9.510491288495563,0.5104912884955635
1276,2023-04-18,294,16,5,DE-West,Automotive,339,170,Hamburg,8086,5424,2023-04,13.158342753149958,2.8416572468500423
1277,2023-03-15,52,10,5,DE-West,Automotive,409,114,Hamburg,8086,4090,2023-03,10.249178053257705,0.2491780532577046
1278,2023-02-08,216,3,4,DE-North,Electronics,362,24,Hamburg,6906,1086,2023-02,2.6845658937593333,0.3154341062406667
1279,2023-06-08,72,14,2,DE-West,Automotive,189,196,Hamburg,11949,2646,2023-06,11.621522660631403,2.3784773393685974
1280,2023-03-12,28,13,5,DE-North,Automotive,193,199,Hamburg,8086,2509,2023-03,10.688876685081697,2.3111233149183033
1281,2023-11-08,252,4,6,DE-South,Electronics,102,269,Frankfurt,18503,408,2023-11,4.732119912766985,0.7321199127669846
1282,2023-08-29,35,4,3,DE-West,Automotive,308,35,Munich,11882,1232,2023-08,3.624643364052392,0.37535663594760793
1283,2023-10-25,201,6,6,DE-South,Home,442,211,Frankfurt,18503,2652,2023-10,6.196364369346034,0.19636436934603374
1284,2023-02-05,249,19,5,DE-West,Electronics,493,91,Hamburg,8086,9367,2023-02,18.882954648531786,0.11704535146821371
1285,2023-03-25,99,11,8,DE-South,Automotive,202,71,Munich,10750,2222,2023-03,10.396761761863688,0.6032382381363117
1286,2023-09-20,140,8,6,DE-North,Electronics,275,151,Frankfurt,18503,2200,2023-09,8.136288980574529,0.13628898057452865
1287,2023-11-06,83,14,6,DE-South,Electronics,201,32,Frankfurt,18503,2814,2023-11,14.334209391187457,0.33420939118745707
1288,2023-06-21,48,8,7,DE-South,Home,473,187,Berlin,13152,3784,2023-06,9.079205132457385,1.0792051324573855
1289,2023-06-22,278,14,8,DE-West,Automotive,141,100,Munich,10750,1974,2023-06,13.362992353231682,0.6370076467683177
1290,2023-12-28,248,7,2,DE-West,Electronics,103,114,Hamburg,11949,721,2023-12,6.587928209064824,0.4120717909351761
1291,2023-02-16,177,18,8,DE-West,Home,305,39,Munich,10750,5490,2023-02,19.290355162872103,1.2903551628721033
1292,2023-05-21,52,12,1,DE-West,Automotive,409,114,Hamburg,12673,4908,2023-05,11.384511899213106,0.6154881007868944
1293,2023-04-28,79,14,8,DE-North,Home,353,243,Munich,10750,4942,2023-04,14.061780016768775,0.061780016768775425
1294,2023-10-04,64,15,5,DE-South,Electronics,395,133,Hamburg,8086,5925,2023-10,13.038850925686283,1.9611490743137168
1295,2023-08-02,8,18,3,DE-South,Electronics,267,173,Munich,11882,4806,2023-08,16.44368597598256,1.5563140240174391
1296,2023-08-08,214,12,7,DE-North,Home,365,261,Berlin,13152,4380,2023-08,10.565669726885924,1.4343302731140763
1297,2023-01-26,25,10,7,DE-South,Industrial,247,29,Berlin,13152,2470,2023-01,11.362634185673397,1.3626341856733966
1298,2023-01-09,256,12,1,DE-West,Home,152,287,Hamburg,12673,1824,2023-01,13.43041391955257,1.4304139195525707
1299,2023-09-28,243,8,6,DE-West,Industrial,354,70,Frankfurt,18503,2832,2023-09,7.654804379741506,0.3451956202584938
1300,2023-01-10,198,6,1,DE-West,Industrial,322,239,Hamburg,12673,1932,2023-01,5.85670092113104,0.1432990788689601
1301,2023-05-01,94,19,4,DE-South,Automotive,389,252,Hamburg,6906,7391,2023-05,18.320707854336717,0.6792921456632826
1302,2023-05-05,207,1,4,DE-North,Industrial,296,65,Hamburg,6906,296,2023-05,0.8771133704913631,0.12288662950863694
1303,2023-06-19,15,13,5,DE-North,Industrial,252,113,Hamburg,8086,3276,2023-06,14.473353152667979,1.473353152667979
1304,2023-03-13,178,16,7,DE-South,Home,372,66,Berlin,13152,5952,2023-03,18.105178684796034,2.1051786847960337
1305,2023-06-01,75,18,3,DE-North,Electronics,58,115,Munich,11882,1044,2023-06,18.791313770692994,0.7913137706929945
1306,2023-07-27,104,12,8,DE-North,Industrial,387,72,Munich,10750,4644,2023-07,13.162281028620196,1.162281028620196
1307,2023-02-18,294,5,4,DE-West,Automotive,339,170,Hamburg,6906,1695,2023-02,5.305334223967106,0.3053342239671064
1308,2023-06-03,168,13,6,DE-South,Home,230,168,Frankfurt,18503,2990,2023-06,10.933437740486275,2.0665622595137254
1309,2023-12-13,115,8,2,DE-North,Home,326,152,Hamburg,11949,2608,2023-12,8.16342684313742,0.16342684313742062
1310,2023-10-20,39,6,2,DE-South,Electronics,469,179,Hamburg,11949,2814,2023-10,5.632678954259368,0.3673210457406322
1311,2023-03-09,273,3,8,DE-West,Industrial,196,185,Munich,10750,588,2023-03,2.664232518627297,0.3357674813727032
1312,2023-02-19,135,4,6,DE-West,Home,100,48,Frankfurt,18503,400,2023-02,4.263777375428212,0.2637773754282122
1313,2023-06-01,232,12,8,DE-North,Industrial,391,152,Munich,10750,4692,2023-06,13.866284826356862,1.8662848263568623
1314,2023-01-19,39,13,8,DE-South,Electronics,469,179,Munich,10750,6097,2023-01,15.599234560125376,2.5992345601253763
1315,2023-04-10,291,2,1,DE-South,Electronics,171,259,Hamburg,12673,342,2023-04,2.061832336748507,0.06183233674850719
1316,2023-03-01,47,19,6,DE-West,Industrial,466,84,Frankfurt,18503,8854,2023-03,20.310154458386567,1.3101544583865667
1317,2023-06-16,36,4,1,DE-West,Electronics,197,299,Hamburg,12673,788,2023-06,4.242302941616509,0.24230294161650878
1318,2023-07-21,95,13,1,DE-West,Automotive,303,95,Hamburg,12673,3939,2023-07,14.014179124047644,1.0141791240476437
1319,2023-12-11,13,19,2,DE-North,Home,373,88,Hamburg,11949,7087,2023-12,17.07141250552153,1.9285874944784709
1320,2023-05-26,146,8,8,DE-South,Home,497,110,Munich,10750,3976,2023-05,6.910104743707991,1.0898952562920092
1321,2023-06-13,65,8,8,DE-North,Home,161,94,Munich,10750,1288,2023-06,7.70377016482728,0.2962298351727197
1322,2023-08-30,228,16,4,DE-South,Automotive,371,124,Hamburg,6906,5936,2023-08,15.781712792589314,0.21828720741068608
1323,2023-03-10,242,11,6,DE-West,Home,391,20,Frankfurt,18503,4301,2023-03,12.158533186226384,1.158533186226384
1324,2023-06-24,8,18,4,DE-North,Electronics,267,173,Hamburg,6906,4806,2023-06,18.88362122969839,0.8836212296983916
1325,2023-02-18,43,4,5,DE-North,Automotive,197,52,Hamburg,8086,788,2023-02,4.083640107917671,0.08364010791767118
1326,2023-04-18,244,1,3,DE-North,Electronics,229,192,Munich,11882,229,2023-04,0.9993952101580927,0.0006047898419072606
1327,2023-08-14,181,1,2,DE-West,Electronics,330,162,Hamburg,11949,330,2023-08,0.8892273524617275,0.11077264753827254
1328,2023-06-10,85,14,7,DE-North,Home,169,236,Berlin,13152,2366,2023-06,13.287657266395541,0.7123427336044585
1329,2023-04-29,155,4,1,DE-North,Electronics,221,145,Hamburg,12673,884,2023-04,3.375011820980007,0.6249881790199932
1330,2023-05-29,275,11,3,DE-West,Electronics,169,266,Munich,11882,1859,2023-05,9.089653164756973,1.9103468352430273
1331,2023-05-30,23,18,1,DE-South,Automotive,421,42,Hamburg,12673,7578,2023-05,14.495080169663224,3.5049198303367763
1332,2023-10-20,115,16,3,DE-North,Home,326,152,Munich,11882,5216,2023-10,13.360917471425234,2.6390825285747663
1333,2023-05-23,299,17,3,DE-West,Electronics,138,214,Munich,11882,2346,2023-05,17.64541497445685,0.6454149744568483
1334,2023-06-09,99,2,4,DE-North,Automotive,202,71,Hamburg,6906,404,2023-06,2.3772191352079375,0.3772191352079375
1335,2023-01-11,104,4,7,DE-North,Industrial,387,72,Berlin,13152,1548,2023-01,3.245888704694945,0.754111295305055
1336,2023-05-18,51,3,5,DE-South,Home,387,31,Hamburg,8086,1161,2023-05,3.339849005249036,0.33984900524903594
1337,2023-03-19,112,15,5,DE-West,Home,117,205,Hamburg,8086,1755,2023-03,15.991830229415733,0.9918302294157328
1338,2023-03-18,244,2,1,DE-South,Electronics,229,192,Hamburg,12673,458,2023-03,2.2869974368631047,0.28699743686310475
1339,2023-09-11,169,19,2,DE-South,Home,144,99,Hamburg,11949,2736,2023-09,22.384618509985998,3.384618509985998
1340,2023-09-15,72,9,5,DE-West,Automotive,189,196,Hamburg,8086,1701,2023-09,10.126754632126907,1.1267546321269073
1341,2023-11-16,139,10,2,DE-South,Home,76,236,Hamburg,11949,760,2023-11,11.191065938058868,1.191065938058868
1342,2023-10-18,231,19,1,DE-North,Automotive,496,216,Hamburg,12673,9424,2023-10,15.855566249183854,3.1444337508161464
1343,2023-09-20,239,5,2,DE-West,Home,199,164,Hamburg,11949,995,2023-09,4.717860291788667,0.28213970821133305
1344,2023-03-26,253,14,3,DE-West,Industrial,109,181,Munich,11882,1526,2023-03,14.652659274937289,0.6526592749372888
1345,2023-05-26,49,10,3,DE-North,Automotive,177,62,Munich,11882,1770,2023-05,8.068258484012807,1.9317415159871931
1346,2023-11-19,72,16,1,DE-North,Automotive,189,196,Hamburg,12673,3024,2023-11,15.837465297614209,0.16253470238579126
1347,2023-02-11,263,6,2,DE-North,Electronics,404,226,Hamburg,11949,2424,2023-02,4.819936946566563,1.1800630534334369
1348,2023-05-05,222,8,8,DE-South,Home,449,196,Munich,10750,3592,2023-05,8.773157546588529,0.7731575465885285
1349,2023-06-16,77,2,8,DE-South,Industrial,148,170,Munich,10750,296,2023-06,1.8125430385011239,0.18745696149887614
1350,2023-08-29,62,18,8,DE-South,Home,301,124,Munich,10750,5418,2023-08,19.835660681129763,1.835660681129763
1351,2023-10-07,157,8,7,DE-South,Home,207,167,Berlin,13152,1656,2023-10,7.936205273059748,0.06379472694025168
1352,2023-07-07,294,5,7,DE-South,Automotive,339,170,Berlin,13152,1695,2023-07,4.215986141942439,0.7840138580575609
1353,2023-10-29,125,17,2,DE-South,Electronics,225,272,Hamburg,11949,3825,2023-10,19.8511846035517,2.851184603551701
1354,2023-01-19,229,16,1,DE-West,Electronics,337,118,Hamburg,12673,5392,2023-01,17.26697590723574,1.2669759072357394
1355,2023-03-09,161,5,7,DE-West,Home,148,136,Berlin,13152,740,2023-03,5.4487939304009805,0.4487939304009805
1356,2023-08-06,29,17,5,DE-West,Industrial,146,242,Hamburg,8086,2482,2023-08,15.169848399197742,1.8301516008022585
1357,2023-04-12,114,4,4,DE-West,Automotive,447,141,Hamburg,6906,1788,2023-04,3.4009382447552836,0.5990617552447164
1358,2023-02-11,79,1,8,DE-West,Home,353,243,Munich,10750,353,2023-02,1.1817919926875133,0.18179199268751334
1359,2023-10-15,23,6,5,DE-West,Automotive,421,42,Hamburg,8086,2526,2023-10,5.631101731813498,0.36889826818650207
1360,2023-06-16,106,1,6,DE-South,Automotive,359,163,Frankfurt,18503,359,2023-06,0.8937781773187222,0.10622182268127778
1361,2023-04-19,131,4,4,DE-West,Industrial,207,189,Hamburg,6906,828,2023-04,4.605462651207976,0.6054626512079757
1362,2023-02-05,173,2,2,DE-North,Home,240,248,Hamburg,11949,480,2023-02,1.970672499561296,0.029327500438703913
1363,2023-08-20,264,13,4,DE-West,Electronics,360,248,Hamburg,6906,4680,2023-08,13.801604179219625,0.8016041792196251
1364,2023-08-17,285,14,7,DE-North,Automotive,328,281,Berlin,13152,4592,2023-08,12.691059566004276,1.3089404339957245
1365,2023-12-19,2,17,4,DE-North,Industrial,434,208,Hamburg,6906,7378,2023-12,20.190042506570357,3.1900425065703573
1366,2023-06-13,233,11,2,DE-West,Industrial,100,278,Hamburg,11949,1100,2023-06,10.885693802075531,0.11430619792446883
1367,2023-03-14,251,3,3,DE-South,Automotive,313,173,Munich,11882,939,2023-03,2.9092244163083416,0.09077558369165839
1368,2023-05-16,108,7,4,DE-South,Industrial,257,58,Hamburg,6906,1799,2023-05,5.780975894714197,1.2190241052858033
1369,2023-12-19,276,10,7,DE-North,Industrial,368,125,Berlin,13152,3680,2023-12,10.832087957714457,0.8320879577144566
1370,2023-03-11,180,11,7,DE-South,Home,67,33,Berlin,13152,737,2023-03,11.180511502812061,0.1805115028120614
1371,2023-07-15,213,10,8,DE-North,Electronics,62,29,Munich,10750,620,2023-07,11.864885145027097,1.8648851450270971
1372,2023-09-26,293,8,1,DE-South,Electronics,288,268,Hamburg,12673,2304,2023-09,6.808413874258315,1.1915861257416847
1373,2023-02-18,72,5,5,DE-South,Automotive,189,196,Hamburg,8086,945,2023-02,4.782098168264322,0.217901831735678
1374,2023-11-12,283,2,2,DE-South,Automotive,166,88,Hamburg,11949,332,2023-11,1.8032324432799813,0.19676755672001867
1375,2023-05-10,175,15,2,DE-South,Industrial,465,246,Hamburg,11949,6975,2023-05,16.005794377298123,1.0057943772981233
1376,2023-01-05,123,16,4,DE-West,Automotive,177,28,Hamburg,6906,2832,2023-01,13.258837907244128,2.7411620927558715
1377,2023-01-27,227,4,3,DE-West,Electronics,403,117,Munich,11882,1612,2023-01,4.788179758347666,0.788179758347666
1378,2023-06-09,83,16,3,DE-West,Electronics,201,32,Munich,11882,3216,2023-06,17.371551424366146,1.371551424366146
1379,2023-05-29,253,12,5,DE-North,Industrial,109,181,Hamburg,8086,1308,2023-05,11.43006581669475,0.56993418330525
1380,2023-09-21,146,14,5,DE-West,Home,497,110,Hamburg,8086,6958,2023-09,13.26263342857291,0.7373665714270903
