shipment_id,order_id,supplier_id,ship_date,expected_delivery_date,delivery_date
2957,2957,20,2023-07-25,2023-07-27,2023-07-28
2958,2958,12,2023-03-21,2023-03-24,2023-03-28
2959,2959,24,2023-05-05,2023-05-08,2023-05-08
2960,2960,13,2023-08-10,2023-08-16,2023-08-17
2961,2961,18,2023-01-07,2023-01-12,2023-01-10
2962,2962,22,2023-04-02,2023-04-10,2023-04-11
2963,2963,24,2023-04-15,2023-04-18,2023-04-16
2964,2964,1,2023-05-01,2023-05-03,2023-05-02
2965,2965,3,2023-05-17,2023-05-25,2023-05-26
2966,2966,17,2023-11-12,2023-11-15,2023-11-15
2967,2967,7,2023-04-09,2023-04-14,2023-04-18
2968,2968,17,2023-12-01,2023-12-09,2023-12-11
2969,2969,16,2023-05-26,2023-06-01,2023-06-01
2970,2970,12,2023-10-17,2023-10-21,2023-10-24
2971,2971,25,2023-02-01,2023-02-09,2023-02-13
2972,2972,8,2023-10-08,2023-10-15,2023-10-17
2973,2973,11,2023-08-23,2023-08-26,2023-08-26
2974,2974,3,2023-01-18,2023-01-20,2023-01-21
2975,2975,28,2023-03-03,2023-03-08,2023-03-07
2976,2976,29,2023-04-03,2023-04-06,2023-04-09
2977,2977,12,2023-07-20,2023-07-28,2023-07-29
2978,2978,4,2023-12-30,2024-01-03,2024-01-01
2979,2979,9,2023-01-28,2023-02-03,2023-02-02
2980,2980,26,2023-01-27,2023-01-30,2023-02-03
2981,2981,22,2023-10-30,2023-11-04,2023-11-07
2982,2982,21,2023-12-08,2023-12-11,2023-12-12
2983,2983,29,2023-09-26,2023-10-02,2023-10-01
2984,2984,21,2023-07-01,2023-07-06,2023-07-04
2985,2985,17,2023-12-28,2024-01-04,2024-01-07
2986,2986,16,2023-03-13,2023-03-17,2023-03-19
2987,2987,12,2023-12-20,2023-12-22,2023-12-26
2988,2988,30,2023-11-18,2023-11-27,2023-11-30
2989,2989,15,2023-02-21,2023-03-02,2023-03-06
2990,2990,15,2023-06-28,2023-07-05,2023-07-09
2991,2991,1,2023-02-23,2023-03-04,2023-03-03
2992,2992,3,2023-04-15,2023-04-23,2023-04-22
2993,2993,2,2023-08-07,2023-08-16,2023-08-14
2994,2994,26,2023-07-09,2023-07-15,2023-07-18
2995,2995,30,2023-03-01,2023-03-09,2023-03-10
2996,2996,17,2023-02-19,2023-02-27,2023-03-01
2997,2997,12,2023-06-11,2023-06-14,2023-06-13
2998,2998,5,2023-06-27,2023-07-01,2023-06-30
2999,2999,30,2023-09-03,2023-09-08,2023-09-07
3000,3000,30,2023-10-13,2023-10-22,2023-10-21
3001,3001,11,2023-08-30,2023-09-06,2023-09-09
3002,3002,19,2023-01-08,2023-01-13,2023-01-11
3003,3003,15,2023-03-27,2023-04-01,2023-03-31
3004,3004,30,2023-11-06,2023-11-14,2023-11-16
3005,3005,7,2023-12-30,2024-01-02,2023-12-31
3006,3006,8,2023-09-07,2023-09-14,2023-09-17
3007,3007,10,2023-02-24,2023-03-05,2023-03-04
3008,3008,6,2023-06-12,2023-06-21,2023-06-24
3009,3009,28,2023-08-18,2023-08-24,2023-08-26
3010,3010,21,2023-01-19,2023-01-26,2023-01-26
3011,3011,15,2023-08-16,2023-08-20,2023-08-20
3012,3012,10,2023-03-06,2023-03-11,2023-03-13
3013,3013,28,2023-05-04,2023-05-06,2023-05-05
3014,3014,21,2023-10-07,2023-10-13,2023-10-12
3015,3015,17,2023-02-16,2023-02-20,2023-02-18
3016,3016,28,2023-10-22,2023-10-31,2023-10-30
3017,3017,22,2023-03-05,2023-03-09,2023-03-07
3018,3018,6,2023-03-29,2023-04-03,2023-04-02
3019,3019,19,2023-08-02,2023-08-04,2023-08-07
3020,3020,20,2023-03-22,2023-03-27,2023-03-28
3021,3021,20,2023-07-25,2023-07-31,2023-08-01
3022,3022,6,2023-11-01,2023-11-04,2023-11-06
3023,3023,14,2023-08-15,2023-08-21,2023-08-25
3024,3024,24,2023-08-11,2023-08-19,2023-08-23
3025,3025,28,2023-01-06,2023-01-08,2023-01-12
3026,3026,13,2023-01-07,2023-01-16,2023-01-19
3027,3027,13,2023-04-07,2023-04-15,2023-04-19
3028,3028,9,2023-01-09,2023-01-17,2023-01-18
3029,3029,9,2023-08-25,2023-08-28,2023-09-01
3030,3030,21,2023-04-19,2023-04-26,2023-04-26
3031,3031,24,2023-06-11,2023-06-18,2023-06-18
3032,3032,29,2023-08-01,2023-08-09,2023-08-13
3033,3033,8,2023-08-29,2023-09-02,2023-09-06
3034,3034,10,2023-11-28,2023-12-03,2023-12-01
3035,3035,20,2023-12-01,2023-12-09,2023-12-09
3036,3036,4,2023-02-22,2023-03-01,2023-02-28
3037,3037,3,2023-01-14,2023-01-20,2023-01-18
3038,3038,13,2023-12-18,2023-12-27,2023-12-30
3039,3039,21,2023-06-08,2023-06-13,2023-06-14
3040,3040,8,2023-03-14,2023-03-20,2023-03-24
3041,3041,24,2023-06-19,2023-06-24,2023-06-25
3042,3042,9,2023-10-03,2023-10-10,2023-10-10
3043,3043,14,2023-03-10,2023-03-13,2023-03-13
3044,3044,1,2023-12-24,2023-12-29,2023-12-28
3045,3045,14,2023-09-11,2023-09-20,2023-09-21
3046,3046,12,2023-02-20,2023-03-01,2023-03-05
3047,3047,4,2023-07-07,2023-07-15,2023-07-15
3048,3048,22,2023-11-17,2023-11-25,2023-11-26
3049,3049,21,2023-07-09,2023-07-17,2023-07-18
3050,3050,4,2023-04-03,2023-04-05,2023-04-05
3051,3051,13,2023-11-30,2023-12-02,2023-12-03
3052,3052,16,2023-05-23,2023-05-30,2023-05-30
3053,3053,11,2023-12-26,2024-01-04,2024-01-08
3054,3054,3,2023-04-02,2023-04-07,2023-04-11
3055,3055,2,2023-10-02,2023-10-11,2023-10-13
3056,3056,25,2023-01-23,2023-01-30,2023-01-30
3057,3057,26,2023-11-09,2023-11-13,2023-11-14
3058,3058,3,2023-12-27,2023-12-29,2023-12-31
3059,3059,20,2023-06-07,2023-06-13,2023-06-17
3060,3060,17,2023-09-21,2023-09-28,2023-09-29
3061,3061,1,2023-04-22,2023-04-27,2023-04-28
3062,3062,26,2023-10-16,2023-10-21,2023-10-23
3063,3063,25,2023-03-03,2023-03-05,2023-03-08
3064,3064,11,2023-05-09,2023-05-13,2023-05-12
3065,3065,16,2023-12-21,2023-12-27,2023-12-29
3066,3066,20,2023-10-01,2023-10-09,2023-10-13
3067,3067,10,2023-04-19,2023-04-27,2023-04-30
3068,3068,20,2023-10-28,2023-11-05,2023-11-08
3069,3069,6,2023-09-06,2023-09-14,2023-09-15
3070,3070,2,2023-12-04,2023-12-13,2023-12-14
3071,3071,22,2023-09-08,2023-09-10,2023-09-14
3072,3072,29,2023-01-09,2023-01-11,2023-01-10
3073,3073,7,2023-05-22,2023-05-30,2023-06-01
3074,3074,17,2023-12-29,2024-01-05,2024-01-05
3075,3075,8,2023-01-09,2023-01-18,2023-01-19
3076,3076,13,2023-12-20,2023-12-23,2023-12-25
3077,3077,22,2023-04-06,2023-04-14,2023-04-12
3078,3078,25,2023-11-21,2023-11-29,2023-11-30
3079,3079,29,2023-02-10,2023-02-17,2023-02-17
3080,3080,4,2023-03-23,2023-03-25,2023-03-26
3081,3081,11,2023-07-07,2023-07-13,2023-07-16
3082,3082,2,2023-03-29,2023-04-01,2023-04-03
3083,3083,25,2023-03-30,2023-04-03,2023-04-02
3084,3084,8,2023-08-31,2023-09-09,2023-09-07
3085,3085,18,2023-12-12,2023-12-16,2023-12-16
3086,3086,8,2023-04-07,2023-04-09,2023-04-13
3087,3087,11,2023-03-30,2023-04-05,2023-04-06
3088,3088,24,2023-02-15,2023-02-19,2023-02-19
3089,3089,5,2023-05-19,2023-05-25,2023-05-24
3090,3090,7,2023-03-19,2023-03-26,2023-03-24
3091,3091,23,2023-02-08,2023-02-15,2023-02-15
3092,3092,4,2023-04-13,2023-04-19,2023-04-21
3093,3093,22,2023-06-06,2023-06-14,2023-06-16
3094,3094,10,2023-09-16,2023-09-19,2023-09-19
3095,3095,6,2023-06-24,2023-06-26,2023-06-24
3096,3096,13,2023-08-06,2023-08-12,2023-08-13
3097,3097,16,2023-06-20,2023-06-29,2023-07-01
3098,3098,22,2023-09-10,2023-09-18,2023-09-19
3099,3099,25,2023-12-30,2024-01-05,2024-01-06
3100,3100,2,2023-11-22,2023-11-29,2023-11-29
3101,3101,26,2023-02-25,2023-03-03,2023-03-05
3102,3102,24,2023-04-05,2023-04-13,2023-04-13
3103,3103,15,2023-10-08,2023-10-10,2023-10-09
3104,3104,8,2023-04-13,2023-04-16,2023-04-17
3105,3105,17,2023-06-05,2023-06-12,2023-06-10
3106,3106,27,2023-12-17,2023-12-23,2023-12-27
3107,3107,29,2024-01-02,2024-01-07,2024-01-10
3108,3108,14,2023-05-25,2023-06-02,2023-06-03
3109,3109,30,2023-06-24,2023-07-01,2023-06-29
3110,3110,18,2023-01-12,2023-01-20,2023-01-20
3111,3111,29,2023-08-20,2023-08-28,2023-08-30
3112,3112,14,2023-09-24,2023-09-27,2023-09-28
3113,3113,4,2023-09-07,2023-09-09,2023-09-08
3114,3114,21,2023-09-07,2023-09-11,2023-09-12
3115,3115,21,2023-06-06,2023-06-12,2023-06-10
3116,3116,22,2023-02-07,2023-02-12,2023-02-16
3117,3117,23,2023-05-13,2023-05-22,2023-05-20
3118,3118,1,2023-06-13,2023-06-17,2023-06-15
3119,3119,23,2023-03-31,2023-04-07,2023-04-09
3120,3120,6,2023-04-06,2023-04-10,2023-04-09
3121,3121,5,2023-11-25,2023-12-01,2023-11-30
3122,3122,15,2023-08-31,2023-09-06,2023-09-04
3123,3123,30,2023-11-23,2023-11-27,2023-11-26
3124,3124,16,2023-05-01,2023-05-09,2023-05-08
3125,3125,22,2023-04-08,2023-04-16,2023-04-16
3126,3126,27,2023-06-16,2023-06-21,2023-06-24
3127,3127,8,2023-04-10,2023-04-13,2023-04-12
3128,3128,29,2023-04-26,2023-05-02,2023-05-05
3129,3129,28,2023-12-28,2024-01-06,2024-01-04
3130,3130,6,2023-04-02,2023-04-11,2023-04-13
3131,3131,5,2023-12-14,2023-12-22,2023-12-25
3132,3132,6,2023-07-27,2023-08-02,2023-08-02
3133,3133,25,2023-01-20,2023-01-22,2023-01-21
3134,3134,28,2023-10-04,2023-10-10,2023-10-10
3135,3135,1,2023-06-24,2023-06-26,2023-06-27
3136,3136,14,2023-04-27,2023-05-01,2023-05-01
3137,3137,19,2023-12-16,2023-12-21,2023-12-24
3138,3138,19,2023-07-02,2023-07-11,2023-07-15
3139,3139,25,2023-04-02,2023-04-11,2023-04-11
3140,3140,15,2023-03-27,2023-04-05,2023-04-05
3141,3141,19,2023-11-23,2023-11-25,2023-11-24
3142,3142,6,2023-04-26,2023-04-28,2023-04-28
3143,3143,25,2023-09-18,2023-09-21,2023-09-24
3144,3144,26,2023-03-03,2023-03-07,2023-03-09
3145,3145,5,2023-06-04,2023-06-06,2023-06-05
3146,3146,26,2024-01-01,2024-01-03,2024-01-01
3147,3147,16,2023-04-29,2023-05-07,2023-05-08
3148,3148,27,2023-12-12,2023-12-16,2023-12-14
3149,3149,9,2023-09-25,2023-10-01,2023-09-30
3150,3150,25,2023-11-14,2023-11-19,2023-11-17
3151,3151,15,2023-07-26,2023-08-02,2023-08-03
3152,3152,22,2023-02-13,2023-02-20,2023-02-23
3153,3153,8,2023-04-19,2023-04-27,2023-04-30
3154,3154,25,2023-07-16,2023-07-25,2023-07-25
3155,3155,25,2023-10-07,2023-10-11,2023-10-09
3156,3156,8,2023-12-21,2023-12-28,2023-12-31
3157,3157,29,2023-08-28,2023-08-31,2023-08-30
3158,3158,4,2023-08-11,2023-08-20,2023-08-22
3159,3159,24,2023-03-12,2023-03-19,2023-03-20
3160,3160,2,2023-07-20,2023-07-23,2023-07-21
3161,3161,16,2023-09-16,2023-09-21,2023-09-23
3162,3162,3,2023-05-20,2023-05-23,2023-05-24
3163,3163,9,2023-11-11,2023-11-19,2023-11-17
3164,3164,26,2023-06-01,2023-06-05,2023-06-04
3165,3165,4,2023-04-13,2023-04-21,2023-04-23
3166,3166,2,2023-03-20,2023-03-28,2023-03-31
3167,3167,19,2023-10-10,2023-10-16,2023-10-18
3168,3168,23,2023-04-22,2023-04-29,2023-05-03
3169,3169,25,2023-07-11,2023-07-14,2023-07-12
3170,3170,15,2023-07-20,2023-07-24,2023-07-22
3171,3171,7,2023-11-03,2023-11-06,2023-11-05
3172,3172,8,2023-11-27,2023-11-29,2023-11-28
3173,3173,3,2023-06-07,2023-06-09,2023-06-13
3174,3174,23,2023-02-11,2023-02-17,2023-02-17
3175,3175,15,2023-05-14,2023-05-23,2023-05-21
3176,3176,1,2023-05-16,2023-05-24,2023-05-23
3177,3177,16,2023-10-10,2023-10-17,2023-10-15
3178,3178,28,2023-12-29,2023-12-31,2023-12-30
3179,3179,22,2023-03-26,2023-03-28,2023-03-29
3180,3180,3,2023-09-02,2023-09-05,2023-09-04
3181,3181,2,2023-04-27,2023-04-30,2023-04-29
3182,3182,30,2023-04-21,2023-04-26,2023-04-27
3183,3183,15,2023-08-13,2023-08-19,2023-08-20
3184,3184,4,2023-02-14,2023-02-16,2023-02-19
3185,3185,27,2023-05-29,2023-06-03,2023-06-03
3186,3186,14,2023-04-25,2023-05-04,2023-05-03
3187,3187,9,2023-04-17,2023-04-20,2023-04-21
3188,3188,22,2023-02-19,2023-02-27,2023-02-27
3189,3189,28,2023-11-23,2023-11-30,2023-11-30
3190,3190,9,2023-10-01,2023-10-06,2023-10-04
3191,3191,14,2023-07-17,2023-07-25,2023-07-26
3192,3192,15,2023-10-09,2023-10-18,2023-10-20
3193,3193,24,2023-10-12,2023-10-14,2023-10-15
3194,3194,5,2023-02-10,2023-02-15,2023-02-19
3195,3195,24,2023-07-11,2023-07-19,2023-07-23
3196,3196,2,2023-06-15,2023-06-19,2023-06-20
3197,3197,24,2023-01-26,2023-02-01,2023-02-01
3198,3198,17,2023-01-25,2023-01-27,2023-01-30
3199,3199,11,2023-01-06,2023-01-10,2023-01-11
3200,3200,13,2023-11-23,2023-11-30,2023-12-01
3201,3201,12,2023-10-19,2023-10-24,2023-10-27
3202,3202,3,2023-07-03,2023-07-10,2023-07-10
3203,3203,23,2023-09-06,2023-09-08,2023-09-08
3204,3204,20,2023-04-29,2023-05-04,2023-05-08
3205,3205,13,2023-10-09,2023-10-18,2023-10-16
3206,3206,15,2024-01-01,2024-01-07,2024-01-05
3207,3207,11,2023-03-14,2023-03-21,2023-03-22
3208,3208,16,2023-12-18,2023-12-25,2023-12-26
3209,3209,7,2023-09-15,2023-09-21,2023-09-24
3210,3210,1,2023-07-04,2023-07-07,2023-07-06
3211,3211,23,2023-11-17,2023-11-21,2023-11-23
3212,3212,30,2023-06-21,2023-06-27,2023-06-26
3213,3213,19,2023-11-12,2023-11-16,2023-11-15
3214,3214,18,2023-09-09,2023-09-17,2023-09-18
3215,3215,9,2023-07-08,2023-07-16,2023-07-16
3216,3216,18,2023-02-25,2023-03-02,2023-03-02
3217,3217,3,2023-11-23,2023-11-27,2023-11-29
3218,3218,3,2023-12-25,2024-01-01,2024-01-01
3219,3219,4,2023-11-10,2023-11-12,2023-11-13
3220,3220,16,2023-05-21,2023-05-24,2023-05-27
3221,3221,11,2023-06-19,2023-06-27,2023-06-27
3222,3222,23,2023-04-14,2023-04-18,2023-04-21
3223,3223,23,2023-03-27,2023-04-04,2023-04-02
3224,3224,15,2023-11-17,2023-11-21,2023-11-25
3225,3225,9,2023-08-01,2023-08-07,2023-08-09
3226,3226,26,2023-01-06,2023-01-08,2023-01-12
3227,3227,8,2023-06-29,2023-07-08,2023-07-08
3228,3228,22,2023-12-09,2023-12-15,2023-12-15
3229,3229,6,2023-11-02,2023-11-06,2023-11-04
3230,3230,21,2023-11-30,2023-12-09,2023-12-13
3231,3231,18,2023-02-09,2023-02-17,2023-02-16
3232,3232,6,2023-08-30,2023-09-04,2023-09-05
3233,3233,6,2023-06-20,2023-06-26,2023-06-26
3234,3234,12,2023-12-13,2023-12-19,2023-12-23
3235,3235,5,2023-11-11,2023-11-13,2023-11-16
3236,3236,14,2023-11-03,2023-11-12,2023-11-10
3237,3237,6,2023-02-01,2023-02-08,2023-02-06
3238,3238,21,2023-07-11,2023-07-19,2023-07-18
3239,3239,27,2023-12-25,2023-12-31,2024-01-04
3240,3240,30,2023-01-28,2023-02-03,2023-02-06
3241,3241,28,2023-04-26,2023-05-04,2023-05-07
3242,3242,20,2023-07-29,2023-08-01,2023-08-01
3243,3243,19,2023-07-06,2023-07-10,2023-07-09
3244,3244,14,2023-02-19,2023-02-21,2023-02-23
3245,3245,1,2023-08-18,2023-08-24,2023-08-22
3246,3246,27,2023-02-11,2023-02-18,2023-02-19
3247,3247,20,2023-01-19,2023-01-28,2023-01-26
3248,3248,29,2023-01-23,2023-01-30,2023-01-29
3249,3249,25,2023-08-03,2023-08-07,2023-08-08
3250,3250,23,2023-11-07,2023-11-09,2023-11-13
3251,3251,7,2023-05-30,2023-06-06,2023-06-07
3252,3252,7,2023-09-02,2023-09-08,2023-09-06
3253,3253,14,2023-10-02,2023-10-07,2023-10-08
3254,3254,20,2023-03-03,2023-03-10,2023-03-14
3255,3255,16,2023-10-17,2023-10-20,2023-10-20
3256,3256,12,2023-07-24,2023-07-26,2023-07-24
3257,3257,23,2023-02-02,2023-02-07,2023-02-06
3258,3258,11,2023-06-14,2023-06-16,2023-06-18
3259,3259,18,2023-09-16,2023-09-24,2023-09-23
3260,3260,12,2023-09-15,2023-09-23,2023-09-23
3261,3261,24,2023-01-10,2023-01-19,2023-01-21
3262,3262,10,2023-05-20,2023-05-28,2023-05-30
3263,3263,24,2023-01-12,2023-01-14,2023-01-17
3264,3264,25,2023-08-04,2023-08-07,2023-08-06
3265,3265,5,2023-10-03,2023-10-11,2023-10-15
3266,3266,26,2023-11-21,2023-11-26,2023-11-24
3267,3267,24,2023-02-18,2023-02-27,2023-02-25
3268,3268,2,2023-04-25,2023-05-01,2023-05-03
3269,3269,10,2023-06-06,2023-06-14,2023-06-13
3270,3270,26,2023-05-07,2023-05-15,2023-05-14
3271,3271,24,2023-12-24,2023-12-28,2023-12-26
3272,3272,26,2023-04-14,2023-04-23,2023-04-26
3273,3273,16,2023-08-30,2023-09-04,2023-09-04
3274,3274,25,2023-11-18,2023-11-27,2023-11-25
3275,3275,6,2023-07-11,2023-07-18,2023-07-16
3276,3276,6,2023-08-07,2023-08-09,2023-08-09
3277,3277,20,2023-02-24,2023-03-03,2023-03-01
3278,3278,29,2023-10-22,2023-10-27,2023-10-29
3279,3279,24,2023-03-25,2023-03-29,2023-03-31
3280,3280,23,2023-04-01,2023-04-09,2023-04-11
3281,3281,12,2023-07-15,2023-07-22,2023-07-25
3282,3282,9,2023-04-16,2023-04-21,2023-04-25
3283,3283,17,2023-10-01,2023-10-10,2023-10-12
3284,3284,10,2023-04-09,2023-04-18,2023-04-21
3285,3285,8,2023-07-19,2023-07-23,2023-07-25
3286,3286,24,2023-01-04,2023-01-12,2023-01-11
3287,3287,9,2023-06-17,2023-06-26,2023-06-25
3288,3288,7,2023-05-10,2023-05-13,2023-05-13
3289,3289,25,2023-11-11,2023-11-13,2023-11-16
3290,3290,10,2023-03-26,2023-04-03,2023-04-04
3291,3291,24,2023-09-11,2023-09-19,2023-09-21
3292,3292,25,2023-06-21,2023-06-27,2023-06-28
3293,3293,25,2023-03-16,2023-03-21,2023-03-25
3294,3294,1,2023-05-23,2023-05-26,2023-05-27
3295,3295,19,2023-03-12,2023-03-19,2023-03-23
3296,3296,22,2023-09-21,2023-09-30,2023-10-02
3297,3297,28,2023-12-10,2023-12-18,2023-12-16
3298,3298,11,2023-11-06,2023-11-11,2023-11-11
3299,3299,23,2023-09-03,2023-09-11,2023-09-14
3300,3300,20,2023-01-07,2023-01-10,2023-01-14
3301,3301,10,2023-12-06,2023-12-10,2023-12-14
3302,3302,2,2023-03-06,2023-03-09,2023-03-10
3303,3303,14,2023-02-21,2023-02-28,2023-02-26
3304,3304,12,2023-03-18,2023-03-25,2023-03-23
3305,3305,4,2023-06-26,2023-06-30,2023-07-02
3306,3306,22,2023-04-20,2023-04-29,2023-04-29
3307,3307,13,2023-07-05,2023-07-08,2023-07-12
3308,3308,20,2023-07-15,2023-07-20,2023-07-22
3309,3309,28,2023-03-07,2023-03-13,2023-03-13
3310,3310,10,2023-12-05,2023-12-07,2023-12-09
3311,3311,2,2023-09-30,2023-10-07,2023-10-07
3312,3312,25,2023-04-13,2023-04-19,2023-04-18
3313,3313,17,2023-02-04,2023-02-07,2023-02-05
3314,3314,10,2023-12-21,2023-12-29,2024-01-01
3315,3315,23,2023-05-11,2023-05-19,2023-05-17
3316,3316,16,2023-12-07,2023-12-11,2023-12-09
3317,3317,9,2023-02-14,2023-02-23,2023-02-23
3318,3318,19,2023-03-21,2023-03-28,2023-03-26
3319,3319,11,2023-11-11,2023-11-18,2023-11-17
3320,3320,6,2023-10-20,2023-10-25,2023-10-24
3321,3321,25,2023-10-01,2023-10-10,2023-10-14
3322,3322,25,2023-06-15,2023-06-17,2023-06-18
3323,3323,4,2023-07-09,2023-07-11,2023-07-09
3324,3324,16,2023-09-07,2023-09-15,2023-09-17
3325,3325,12,2023-08-07,2023-08-12,2023-08-16
3326,3326,24,2023-11-14,2023-11-23,2023-11-25
3327,3327,24,2023-12-07,2023-12-16,2023-12-18
3328,3328,27,2023-06-18,2023-06-21,2023-06-24
3329,3329,16,2023-12-09,2023-12-11,2023-12-10
3330,3330,23,2023-07-15,2023-07-20,2023-07-21
3331,3331,22,2023-10-14,2023-10-22,2023-10-25
3332,3332,3,2023-12-05,2023-12-08,2023-12-09
3333,3333,12,2023-01-17,2023-01-22,2023-01-21
3334,3334,15,2023-08-30,2023-09-01,2023-09-02
3335,3335,20,2023-11-17,2023-11-26,2023-11-28
3336,3336,30,2023-05-30,2023-06-05,2023-06-07
3337,3337,12,2023-07-26,2023-07-28,2023-07-27
3338,3338,9,2023-03-24,2023-03-26,2023-03-28
3339,3339,10,2023-02-15,2023-02-23,2023-02-23
3340,3340,23,2023-03-31,2023-04-08,2023-04-12
3341,3341,27,2023-05-29,2023-06-04,2023-06-06
3342,3342,8,2023-04-08,2023-04-11,2023-04-09
3343,3343,13,2023-06-04,2023-06-13,2023-06-12
3344,3344,22,2023-01-04,2023-01-11,2023-01-10
3345,3345,15,2023-01-25,2023-02-01,2023-02-02
3346,3346,28,2023-11-11,2023-11-16,2023-11-17
3347,3347,17,2023-11-28,2023-12-06,2023-12-10
3348,3348,27,2023-01-10,2023-01-13,2023-01-14
3349,3349,12,2023-07-28,2023-07-31,2023-07-29
3350,3350,16,2023-04-26,2023-05-01,2023-05-03
3351,3351,25,2023-10-02,2023-10-05,2023-10-04
3352,3352,11,2023-03-28,2023-04-04,2023-04-06
3353,3353,19,2023-06-29,2023-07-03,2023-07-04
3354,3354,29,2023-07-31,2023-08-07,2023-08-06
3355,3355,13,2023-11-25,2023-11-27,2023-11-28
3356,3356,3,2023-05-06,2023-05-10,2023-05-13
3357,3357,25,2023-04-24,2023-04-29,2023-04-27
3358,3358,4,2023-01-16,2023-01-25,2023-01-24
3359,3359,24,2023-05-10,2023-05-19,2023-05-20
3360,3360,15,2023-02-25,2023-03-04,2023-03-05
3361,3361,14,2023-12-01,2023-12-10,2023-12-14
3362,3362,28,2023-10-14,2023-10-20,2023-10-23
3363,3363,11,2023-05-23,2023-05-31,2023-06-01
3364,3364,28,2023-04-09,2023-04-15,2023-04-19
3365,3365,13,2023-01-09,2023-01-14,2023-01-12
3366,3366,20,2023-03-02,2023-03-09,2023-03-11
3367,3367,18,2023-12-01,2023-12-08,2023-12-10
3368,3368,13,2023-03-14,2023-03-23,2023-03-25
3369,3369,21,2023-05-01,2023-05-10,2023-05-08
3370,3370,27,2023-03-04,2023-03-09,2023-03-12
3371,3371,19,2023-02-03,2023-02-06,2023-02-08
3372,3372,4,2023-11-18,2023-11-20,2023-11-22
3373,3373,12,2023-02-20,2023-02-24,2023-02-22
3374,3374,3,2023-01-23,2023-01-28,2023-02-01
3375,3375,16,2023-08-04,2023-08-10,2023-08-09
3376,3376,1,2023-07-19,2023-07-21,2023-07-22
3377,3377,4,2023-02-20,2023-02-22,2023-02-23
3378,3378,9,2023-06-18,2023-06-27,2023-06-25
3379,3379,23,2023-10-18,2023-10-21,2023-10-23
3380,3380,13,2023-05-24,2023-05-30,2023-06-02
3381,3381,22,2023-03-26,2023-03-28,2023-03-28
3382,3382,30,2023-07-03,2023-07-09,2023-07-11
3383,3383,10,2023-03-23,2023-03-27,2023-03-27
3384,3384,9,2023-08-07,2023-08-13,2023-08-14
3385,3385,20,2023-01-15,2023-01-17,2023-01-20
3386,3386,6,2023-08-04,2023-08-11,2023-08-09
3387,3387,19,2023-05-09,2023-05-15,2023-05-18
3388,3388,3,2023-11-08,2023-11-14,2023-11-16
3389,3389,10,2023-09-07,2023-09-16,2023-09-14
3390,3390,10,2023-02-01,2023-02-08,2023-02-10
3391,3391,24,2023-10-08,2023-10-14,2023-10-16
3392,3392,21,2023-12-05,2023-12-07,2023-12-10
3393,3393,24,2023-11-18,2023-11-26,2023-11-28
3394,3394,25,2023-07-25,2023-07-29,2023-07-29
3395,3395,2,2023-12-28,2024-01-03,2024-01-01
3396,3396,13,2023-02-27,2023-03-03,2023-03-04
3397,3397,7,2023-08-09,2023-08-11,2023-08-10
3398,3398,29,2023-03-06,2023-03-11,2023-03-11
3399,3399,13,2023-06-08,2023-06-16,2023-06-17
3400,3400,30,2023-07-25,2023-08-03,2023-08-01
3401,3401,14,2023-01-19,2023-01-25,2023-01-24
3402,3402,28,2023-11-20,2023-11-24,2023-11-23
3403,3403,18,2023-01-09,2023-01-15,2023-01-13
3404,3404,14,2023-03-01,2023-03-04,2023-03-04
3405,3405,23,2023-11-25,2023-12-04,2023-12-07
3406,3406,27,2023-11-15,2023-11-18,2023-11-21
3407,3407,13,2023-06-20,2023-06-29,2023-07-03
3408,3408,19,2023-03-25,2023-03-27,2023-03-29
3409,3409,8,2023-08-09,2023-08-17,2023-08-19
3410,3410,4,2023-06-30,2023-07-07,2023-07-09
3411,3411,9,2023-07-27,2023-07-31,2023-08-01
3412,3412,12,2023-03-16,2023-03-20,2023-03-18
3413,3413,20,2023-09-26,2023-10-03,2023-10-03
3414,3414,2,2023-04-09,2023-04-16,2023-04-19
3415,3415,29,2023-12-14,2023-12-22,2023-12-20
3416,3416,4,2023-10-19,2023-10-25,2023-10-28
3417,3417,21,2023-07-29,2023-08-01,2023-07-31
3418,3418,24,2023-01-06,2023-01-12,2023-01-13
3419,3419,19,2023-05-08,2023-05-14,2023-05-14
3420,3420,9,2023-10-11,2023-10-18,2023-10-17
3421,3421,9,2023-03-17,2023-03-19,2023-03-21
3422,3422,11,2023-06-16,2023-06-21,2023-06-24
3423,3423,10,2023-01-25,2023-01-27,2023-01-29
3424,3424,3,2023-06-06,2023-06-08,2023-06-10
3425,3425,8,2023-10-24,2023-10-26,2023-10-24
3426,3426,22,2023-08-08,2023-08-16,2023-08-15
3427,3427,11,2023-06-10,2023-06-16,2023-06-16
3428,3428,6,2023-08-19,2023-08-25,2023-08-24
3429,3429,18,2023-01-21,2023-01-27,2023-01-31
3430,3430,8,2023-02-14,2023-02-20,2023-02-20
3431,3431,23,2023-05-29,2023-06-06,2023-06-07
3432,3432,2,2023-04-20,2023-04-28,2023-04-29
3433,3433,20,2023-03-28,2023-04-05,2023-04-05
3434,3434,5,2023-11-20,2023-11-27,2023-11-26
3435,3435,25,2023-11-06,2023-11-09,2023-11-13
3436,3436,10,2023-10-21,2023-10-25,2023-10-25
3437,3437,30,2023-11-22,2023-11-25,2023-11-25
